Time,Jackknife Estimations,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1633531.976,187856177.2,2728457.155
0,1623842.372,1623840.265,1623296.177,1624126.446,1623907.524,1622866.899,1623973.048,1624253.978,1624086.001,1624414.484,1624216.313,1624268.66,1623979.656,1623852.762,1624806.172,1624278.619,1623256.887,1624597.439,1623999.38,1624183.387,1623868.145,1623267.712,1624035.848,1623798.013,1624096.431,1624446.144,1623986.154,1624665.503,1624363.764,1624067.378,1624421.827,1624360.048,1623526.627,1623981.948,1624229.499,1624183.902,1624516.989,1624803.874,1624111.716,1623457.855,1624351.081,1623643.417,1624011.791,1624025.346,1624320.681,1624767.145,1623396.38,1622693.372,1623573.419,1622607.072,1623684.022,1623541.895,1623537.146,1623852.727,1624367.948,1623563.378,1623670.878,1624654.147,1624461.365,1624449.031,1624998.403,1624590.194,1624176.159,1624841.676,1623597.24,1624071.612,1624176.159,1623921.248,1623870.377,1623231.641,1622556.502,1622853.752,1623118.935,1624041.406,1623512.358,1622870.707,1621525.368,1622965.936,1623209.871,1623700.598,1623337.671,1623417.853,1623605.894,1623283.24,1623516.291,1623648.732,1623957.451,1624229.08,1623348.322,1623588.916,1624267.434,1624589.462,1623454.528,1624791.946,1623409.124,1624373.124,1623920.554,1623925,1624123.799,1624457.144,1624244.055,1624416.696,1623882.117,1624431.404,1624422.101,1624556.727,1623847.908,1623416.542,1624305.909,1624126.321,1624242.35,1624425.406,1624460.563,1624792.22,1623508.314,,186751562.4,185127720.1,1623927.369,1974981.436,227122865.1,
1,1947857.096,1948102.581,1947610.701,1948317.753,1948285.268,1947172.998,1948178.185,1948358.533,1948164.509,1948411.349,1948400.473,1948574.648,1948253.936,1948011.16,1948779.111,1948409.943,1947232.789,1948612.018,1948147.253,1948404.294,1947931.521,1947422.119,1948229.005,1947999.29,1948354.594,1948663.603,1948053.892,1948717.498,1948513.429,1948195.67,1948582.487,1948460.509,1947708.362,1948199.869,1948429.467,1948201.15,1948540.742,1949053.122,1948085.685,1947582.99,1948521.648,1947568.844,1948296.998,1948198.719,1948585.667,1949080.067,1947648.068,1946888.282,1947786.615,1946729.996,1947828.521,1947838.454,1947565.573,1947931.839,1948428.714,1947775.415,1947956.399,1948987.546,1948657.633,1948708.631,1949235.687,1948722.16,1948184.659,1949054.657,1947646.407,1948257.316,1948184.659,1947983.948,1948024.56,1947472.267,1946649.316,1946956.015,1947238.516,1948313.947,1947702.733,1947079.715,1945569.357,1947158.267,1947465.613,1947934.625,1947566.17,1947381.006,1947597.682,1947549.844,1947651.062,1947789.239,1947949.96,1948351.511,1947708.574,1947833.736,1948368.556,1948882.282,1947715.614,1949059.542,1947507.584,1948542.894,1948046.624,1948167.55,1948099.147,1948779.554,1948478.673,1948682.598,1947801.243,1948575.483,1948689.402,1948816.572,1948085.67,1947533.424,1948512.144,1948386.427,1948388.272,1948586.042,1948737.702,1949075.787,1947765.166,,224030690.4,222082833.3,1948095.029,1680261.037,193230019.3,
2,1636703.686,1637155.714,1636742.189,1637337.465,1637366.321,1636336.924,1637187.494,1637327.765,1637037.483,1637248.801,1637385.061,1637680.032,1637392.294,1636953.278,1637592.121,1637367.095,1636191.017,1637468.232,1637156.368,1637446.014,1636822.279,1636411.871,1637234.55,1637016.544,1637400.167,1637645.795,1636938.288,1637545.478,1637436.073,1637143.138,1637593.497,1637373.684,1636769.71,1637223.56,1637427.093,1637043.64,1637352.185,1638024.619,1636924.902,1636662.554,1637513.247,1636409.71,1637376.612,1637199.751,1637596.431,1638139.668,1636723.564,1635974.569,1636848.396,1635696.617,1636856.716,1636991.661,1636462.978,1636853.431,1637307.366,1636808.226,1637041.923,1638028.614,1637640.458,1637733.197,1638206.625,1637702.603,1637077.542,1638024.027,1636585.521,1637163.628,1637077.542,1636893.877,1636997.186,1636493.232,1635607.3,1635859.368,1636299.785,1637384.697,1636728.807,1636069.113,1634612.183,1636200.704,1636616.652,1636940.753,1636670.076,1636207.118,1636447.224,1636624.588,1636617.786,1636836.029,1636760.368,1637322.694,1636942.727,1636896.187,1637305.843,1637913.169,1636827.802,1638075.978,1636458.739,1637517.654,1636999.807,1637208.237,1636868.912,1637906.081,1637481.934,1637710.135,1636664.363,1637567.648,1637771.259,1637811.114,1637105.694,1636488.575,1637533.165,1637427.723,1637366.27,1637535.474,1637793.309,1638123.991,1636884.267,,188264481.2,186627777.5,1637085.768,1472226.060,169305996.8,
3,1414201.115,1414835.224,1414455.693,1415011.595,1415017.365,1414130.625,1414771.847,1414993.268,1414538.983,1414754.118,1415029.838,1415363.19,1415203.534,1414479.276,1415068.042,1414984.281,1413823.12,1415004.383,1414788.592,1415106.116,1414397.731,1413989.875,1414864.908,1414687.464,1415003.211,1415214.608,1414404.49,1415006.055,1414963.288,1414708.952,1415186.61,1414868.614,1414449.031,1414858.506,1414991.09,1414560.963,1414817.166,1415581.272,1414427.731,1414405.994,1415140.194,1414014.693,1415052.512,1414850.489,1415214.11,1415774.495,1414394.366,1413694.661,1414520.377,1413310.409,1414504.906,1414737.112,1414027.944,1414426.706,1414834.261,1414443.817,1414714.569,1415684.73,1415249.623,1415359.249,1415798.718,1415299.279,1414645.148,1415612.427,1414208.114,1414670.822,1414645.148,1414437.897,1414590.349,1414123.92,1413245.837,1413446.114,1414007.487,1415084.834,1414402.564,1413653.631,1412393.371,1413941.072,1414376.583,1414550.288,1414481.365,1413726.719,1413972.393,1414339.323,1414239.628,1414520.678,1414267.257,1414911.465,1414799.287,1414517.854,1414884.776,1415510.418,1414514.412,1415617.108,1414068.198,1415149.238,1414613.947,1414877.606,1414267.694,1415615.885,1415087.451,1415319.016,1414505.745,1415233.353,1415517.567,1415415.698,1414724.583,1414091.244,1415256.426,1415093.533,1415002.841,1415161.657,1415459.509,1415764.514,1414594.188,,162691153.2,161276952.1,1414710.106,1284473.465,147714448.5,
4,1216760.064,1217547.699,1217161.671,1217703.145,1217656.975,1216913.185,1217343.134,1217657.723,1217071.094,1217316.59,1217700.67,1218015.099,1217968.073,1217094.451,1217599.106,1217631.417,1216462.513,1217603.2,1217430.683,1217768.481,1217059.203,1216589.735,1217527.893,1217433.546,1217605.793,1217741.988,1216943.87,1217517.894,1217531.28,1217311.424,1217728.642,1217382.165,1217148.988,1217469.471,1217514.745,1217159.446,1217318.62,1218160.576,1217014.665,1217151.32,1217783.239,1216761.683,1217714.254,1217534.145,1217836.612,1218398.108,1217064.727,1216390.618,1217176.299,1216015.195,1217157.603,1217428.872,1216644.568,1217058.275,1217420.352,1217100.416,1217409.982,1218333.024,1217858.484,1217972.787,1218409.198,1217914.259,1217255.832,1218214.367,1216898.603,1217235.354,1217255.832,1217005.716,1217225.718,1216775.642,1215966.363,1216112.834,1216715.091,1217757.275,1217122.82,1216283.024,1215256.995,1216715.352,1217084.467,1217171.567,1217354.994,1216309.37,1216552.219,1217054.786,1216940.102,1217181.001,1216875.919,1217526.272,1217580.264,1217135.465,1217538.772,1218087.833,1217133.506,1218106.865,1216718.21,1217814.41,1217241.731,1217502.411,1216731.262,1218289.646,1217708.213,1217926.874,1217251.433,1217934.432,1218230.625,1218064.767,1217404.436,1216745.419,1217990.296,1217767.136,1217657.089,1217862.607,1218102.448,1218367.17,1217280.984,,139995120.8,138778360.7,1217354.041,1117305.321,128490111.9,
5,1048755.41,1049599.159,1049217.918,1049729.136,1049642.238,1049029.307,1049260.302,1049641.708,1048981.116,1049240.478,1049706.324,1049993.286,1050024.938,1049149.697,1049548.062,1049650.792,1048503.582,1049573.39,1049408.353,1049757.482,1049074.431,1048580.449,1049518.726,1049515.687,1049576.913,1049647.197,1048947.638,1049472.467,1049504.946,1049305.087,1049587.99,1049298.334,1049197.454,1049383.076,1049388.214,1049174.621,1049204.962,1050085.109,1049003.451,1049191.83,1049804.956,1048858.059,1049709.15,1049555.254,1049795.595,1050360.669,1049087.567,1048452.277,1049163.915,1048132.555,1049187.926,1049432.593,1048648.923,1049085.075,1049377.919,1049140.985,1049482.417,1050289.527,1049799.426,1049908.02,1050322.701,1049877.448,1049238.552,1050187.159,1048961.086,1049182.722,1049238.552,1048885.156,1049240.714,1048851.108,1048090.821,1048158.366,1048778.078,1049721.745,1049175.849,1048312.019,1047514.287,1048832.29,1049074.942,1049139.06,1049527.256,1048247.106,1048528.351,1049105.582,1049047.241,1049159.582,1048886.628,1049528.193,1049630.605,1049143.546,1049569.428,1050032.993,1049101.791,1049951.407,1048743.917,1049812.07,1049242.333,1049472.799,1048628.682,1050286.384,1049690.049,1049910.762,1049299.944,1049992.218,1050234.604,1050103.257,1049501.857,1048840.56,1050037.453,1049767.891,1049668.397,1049966.689,1050040.158,1050294.875,1049300.75,,120675422.1,119626666.7,1049356.725,963671.354,110822205.7,
6,903880.3212,904666.8844,904300.6388,904760.0995,904627.4341,904147.154,904249.5914,904658.2334,903968.69,904205.4376,904726.2302,904998.4149,905080.2212,904273.7704,904571.5162,904707.1136,903619.9739,904589.4031,904421.9158,904792.9251,904139.7562,903702.5801,904518.8785,904553.4109,904585.7193,904664.5502,904036.3297,904522.0797,904570.3217,904365.0916,904516.6359,904314.0915,904262.3453,904331.7022,904348.8398,904278.2065,904193.0597,905052.3099,904034.7204,904244.5206,904876.0886,903961.9322,904707.9729,904556.7444,904800.5165,905347.0041,904161.1685,903580.1025,904184.7735,903320.1732,904276.5839,904455.5747,903723.3006,904167.669,904408.4349,904268.2644,904576.635,905256.0594,904767.9599,904855.9406,905222.0709,904875.3793,904305.2211,905233.7913,904056.9432,904211.4002,904305.2211,903776.5127,904310.0891,904015.8343,903299.0402,903290.7363,903901.417,904697.2718,904278.786,903415.9532,902803.0665,904005.1753,904115.6429,904147.2337,904652.1433,903258.8448,903617.2597,904183.2817,904181.0381,904158.8949,903942.9027,904592.4977,904675.4026,904190.9418,904633.7093,905022.8472,904150.3091,904859.4036,903865.1572,904829.886,904330.6721,904536.4753,903650.3994,905273.0126,904692.0926,904931.7979,904359.7416,905072.8707,905264.9975,905168.2104,904647.1266,904030.5873,905086.8108,904792.8614,904723.7048,905114.4372,904965.4493,905224.635,904346.7696,,104006028,103102147.7,904404.804,824119.762,94773772.68,
7,779574.3004,780209.2134,779873.8707,780287.7456,780123.8311,779747.8919,779829.231,780191.137,779498.5916,779683.9893,780208.7694,780493.6327,780600.1436,779868.9871,780113.4427,780225.5017,779227.5032,780101.5995,779942.718,780350.9815,779755.8354,779385.6734,780019.6137,780043.599,780090.2356,780219.5482,779650.1033,780086.8383,780152.2561,779923.6165,779976.6017,779859.5287,779802.4522,779833.6023,779864.78,779905.3017,779756.0476,780523.3447,779574.7322,779817.673,780462.87,779568.4045,780199.7033,780032.9747,780309.461,780809.5797,779702.4928,779211.2383,779738.7658,779024.1604,779869.4509,779978.0217,779334.3523,779759.7009,780003.1105,779924.2089,780146.088,780749.6214,780263.0989,780299.5708,780652.5203,780395.8065,779909.1862,780787.1801,779640.1789,779795.8265,779909.1862,779245.8348,779893.8746,779681.1634,779069.6734,778994.3734,779560.5638,780201.457,779901.9516,779053.9953,778609.0385,779692.6923,779727.0094,779669.6765,780231.7064,778862.6188,779282.8601,779756.2659,779778.832,779669.5972,779531.6421,780163.5822,780214.5309,779726.7564,780173.9008,780525.184,779748.1164,780296.6394,779526.9292,780334.0156,779940.0682,780163.9491,779266.0097,780741.5457,780181.3347,780449.5778,779892.3969,780618.3372,780797.0119,780702.4145,780265.3506,779704.4835,780617.4801,780319.6066,780301.578,780743.1272,780364.7587,780635.9808,779889.2913,,89695590.01,88916015.71,779965.0501,702511.354,80788805.68,
8,672825.6094,673300.7331,672991.2618,673386.3907,673215.9383,672895.1588,673036.2194,673286.6646,672613.1026,672739.9001,673241.9741,673531.2606,673657.1805,672993.8197,673200.6222,673257.9514,672382.2824,673158.84,673040.3099,673464.2735,672937.265,672584.5684,673109.3952,673073.1803,673137.6089,673332.5088,672834.9063,673221.1799,673292.9273,673030.9061,673008.6616,672969.6573,672880.6886,672947.6172,672959.8237,673090.1634,672923.8094,673552.3822,672690.1842,672943.7005,673602.7056,672743.188,673268.2942,673064.9226,673370.9905,673801.105,672747.6218,672369.4206,672884.4311,672286.6587,673009.4118,673062.2689,672509.6348,672912.4248,673190.8546,673090.0142,673254.4675,673819.9042,673366.5964,673337.7278,673686.6192,673476.61,673082.8914,673871.9653,672793.6368,672950.1787,673082.8914,672372.2706,673043.3703,672912.6083,672402.611,672282.6825,672770.4536,673295.6277,673084.6722,672288.711,671989.0979,672922.9118,672932.4203,672762.8985,673332.3876,672082.5883,672525.7273,672908.1201,672946.0692,672752.2506,672670.9262,673227.3607,673306.8323,672843.675,673235.446,673587.6776,672925.0565,673323.6267,672737.6047,673393.8117,673093.6777,673360.3324,672484.4269,673785.8766,673223.1802,673520.0492,672986.8963,673679.295,673841.1737,673783.4006,673411.3546,672868.6696,673684.8341,673425.5898,673442.9971,673880.2191,673335.8413,673608.8808,672976.5665,,77404630.82,76731805.21,673086.0106,602085.882,69239876.41,
9,581001.3137,581384.8541,581072.9892,581472.2226,581300.1912,581012.2721,581222.7852,581358.0665,580746.9666,580816.5129,581261.467,581538.9799,581704.3535,581090.5246,581273.4619,581273.0907,580515.0506,581181.9669,581133.0591,581557.332,581080.5154,580705.0156,581194.0455,581103.5183,581184.3702,581418.3544,581001.8496,581343.9962,581403.5783,581129.2733,581057.4063,581043.6943,580934.7452,581061.5545,581064.539,581228.946,581079.2781,581590.3212,580802.8483,581035.9527,581703.8397,580872.3125,581335.0519,581110.5699,581417.5533,581781.3129,580771.6798,580510.081,581021.2502,580517.2327,581123.5407,581142.6431,580630.3285,581039.5202,581350.3377,581190.1693,581317.6625,581869.9423,581462.8343,581426.107,581723.2829,581559.182,581227.1953,581921.0211,580941.4511,581077.8586,581227.1953,580522.4917,581163.9994,581105.3102,580678.9723,580538.5884,580915.7662,581394.0979,581240.803,580533.1834,580297.292,581114.4837,581103.576,580846.8938,581380.0159,580310.7568,580743.4848,581048.3045,581095.7765,580833.8558,580807.2757,581226.5233,581341.7555,580949.4528,581276.836,581664.6269,581068.6786,581334.6056,580925.1324,581437.3163,581236.0504,581521.8072,580676.3915,581813.4942,581266.1119,581567.782,581067.5862,581708.5171,581842.2661,581834.9527,581494.8523,580962.2832,581734.2107,581516.6275,581552.0601,581947.4765,581331.9357,581589.502,581019.4657,,66836235.65,66255234.33,581186.2661,516871.478,59440220.03,
