Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49
133,393.3820281649565,398.0480999530435,398.9693001753913,402.0624828881739,393.164413646,411.3651953845217,405.5069356097391,399.776420208,396.71217387991305,398.426368497913,400.46620974486956,404.10138284130437,398.55759503956523,394.1515334202609,397.8713409701739,396.85256525513046,399.6708908169565,397.78105950373913,392.69112929060867,391.73523946269563,398.8752363267826,394.12217548034783,398.4244156986087,392.3438454372174,398.3692654188696,401.1656502992174,395.64208759008693,384.5844512381739,388.9500125398261,393.7173418003478,403.27648341182606,401.1230302710435,399.8700436512174,405.4708755904348,391.6665626692174,400.1020569363478,399.1812035217391,396.0556816774783,394.75901191130436,392.77874154947824,402.0839094049565,396.7870625881739,408.9876811326087,392.51655072469566,399.6619468494783,394.9696965446087,399.205207888,400.00636541486955,403.3624897806087,392.99774809313044
134,453.4259827408696,464.93898955826086,459.0845097271304,458.6501910093913,446.37693715608697,457.51431679269564,458.1282450717391,451.89190604095654,456.4324567187826,460.6431708969565,462.8214205863478,467.3509715568696,463.65381965130433,459.16452438295653,459.85748124313045,465.80526445234784,469.34528759756523,464.2009535977391,474.93212237443475,454.46247257243476,464.26448031930437,452.2190031404348,463.29020482347823,465.5040164384348,456.5326681238261,462.9621126141739,461.6677940866087,462.3448570853913,467.0375365538261,455.744536866,462.1814071321739,453.5650132932174,455.3230487129565,461.9080336806087,454.5792501753913,452.79461534573915,466.2015865811304,467.69271373591306,455.00713936252174,457.8146836203478,463.14046502947826,460.97193523373915,464.8293712729565,456.11306995808695,463.1338818296522,465.9003985712174,463.9014385854783,471.5361429047826,470.5202346761739,453.95175543852173
135,525.7644915614783,525.8678675792174,527.6094308008695,535.7500844516521,535.3058983950435,534.0440191563479,530.551932437913,538.2370418404348,533.7259027569565,530.6696025267826,538.439768,543.4576197656522,523.0389751467826,544.6414294946957,532.3936674293913,533.5686802853913,531.8274980894782,523.8116751075652,538.8028268926087,540.1910603381739,531.48159798,526.3860491263479,524.9093335482609,533.5494106756522,535.858542823913,531.0016583863478,534.4555943095652,530.8442006012174,531.5746259567826,532.1534660710435,536.4682469850435,524.0347294955652,525.0650074434783,530.6650217348696,545.0588267705217,535.3078796683478,542.3850005446087,542.8544097365217,525.8521431205218,532.4183480516522,541.6898217726956,529.0965179298261,541.5274154254782,525.7534120929565,531.2310356494783,537.4769277567826,543.511650390087,529.5273382329565,518.9698788142608,525.8819599631304
136,620.0276695626087,619.7856866542609,619.8781473436521,623.0769836677391,618.4323587938261,616.9843608186087,618.0181298332174,617.8009666593043,607.878800619826,610.1753886150435,617.43779179,622.8069879716521,629.7234308431305,609.5204657991304,608.9558811191305,596.4154237755652,635.3592812553044,622.222439938087,625.1934589478261,610.2634886424348,625.973822476174,615.4886532207826,608.2326018142609,616.5307776422609,607.5067402229565,613.1154688591305,611.0349642806957,634.8805925133044,615.3567995649565,614.58491144,606.5997529756522,613.1693845354782,618.1082769777391,613.9257899906956,624.2354248717392,622.609222908087,617.4810881127826,611.0671558283478,612.5170503979131,615.6529301281739,605.5363254215652,601.7004779233043,612.2118273592174,610.3570410946957,625.0005969685218,628.9740785193914,608.9174461904348,627.6530054296521,607.5269638070434,626.5609543863478
137,705.5821184935652,704.5414378302609,717.1048629989565,721.8058478424348,710.2768135191304,720.4387951105217,710.9919562325217,714.6867707013043,706.763868453826,703.5413588995652,702.4923432449565,716.2711776884348,704.1084314784348,716.6376758631304,703.0598552257392,709.4015418554783,710.1651270946087,730.2731965608696,718.5558413613044,707.5312270419131,710.8926651613913,704.8945262026956,709.0573698793913,698.6759982606957,699.4571315546087,685.0521950784348,709.7544222721739,710.5895745079131,707.3352963045218,713.3991702050434,705.2009711406956,698.3967929202609,702.5916743467826,715.5495933141739,700.0749979561739,722.1393825607826,726.3771238028696,716.4418252552174,731.4153089423478,721.075023372087,712.9496499415652,709.6284080291305,727.4093710147827,713.5263101668695,704.805330968,716.4753056958261,712.0489269246087,717.6969150355652,716.2103545614783,715.3879687991305
138,828.4265645235652,821.598768835913,811.4322575490435,822.245176020087,827.9227846283478,827.5947207245217,821.3153123486087,819.2837578635653,811.48596079,832.8206072882608,811.988034607913,821.7623492363479,837.2099982070434,828.8927843178261,814.7313436294783,807.9418647096521,825.238490501913,835.3811743373913,810.1121723987826,827.2874944600869,810.2621884787826,835.2786722001739,840.5924871426087,824.8638854064347,811.8550612343478,840.017087103826,825.5296505816522,806.4010707246956,830.2908412869565,833.578638619913,842.9231014878261,818.8140316476522,810.4135875152174,827.1576501193043,809.1974960550434,820.0839001295652,813.3773140354782,824.2935343457391,835.4399921709565,811.0332581554783,812.4984966453914,823.1679928476522,814.7348682922609,822.2593810190434,815.6513499906956,844.7090414193913,826.7128428834783,850.0096238345218,836.6073941918261,827.1622089921739
139,963.4873721109565,967.2899888347825,954.6420807746956,966.1037223303479,948.9662608986087,954.8389011997391,939.0559301563478,948.499465795826,955.710471061913,946.1008124641739,963.1167362536522,955.7386915408696,944.0867313230435,945.2705155248696,965.6640632232173,950.6151916622608,956.4206469158261,961.4280464101739,961.9138815843478,958.1243608871305,946.9877311128696,953.6696848113913,956.432344240087,935.6538785575652,949.4541663703478,952.673911193826,952.4036806814782,933.3046119889565,957.0982935449565,961.4325122863478,938.3985646480869,935.0031414609565,962.6070196436522,948.8473759354782,939.6433191966087,951.0936343553913,938.4301607164348,947.2884241147826,953.9952258646956,952.9063673885217,946.444103157913,959.5289029435652,939.7506670523478,949.5215746227826,973.4368282765217,945.1710347714783,940.9625303198261,933.5848612064348,966.5030454996522,945.0225338986957
140,1092.9223347976522,1100.4052410786087,1096.9673497014783,1101.4054598293912,1098.0906537260869,1086.965840492261,1102.0002847411304,1106.5262828585217,1098.9724464474782,1105.5991628693914,1106.4345173586958,1071.3873652590435,1100.4481080673042,1098.7038566249564,1082.2297024557392,1118.5340307021738,1107.016551821739,1100.7417940761738,1104.8811424953044,1117.0812669313043,1118.8422719071305,1114.7911779299131,1098.7007827011305,1119.9441636485217,1106.8975752226957,1112.8821262960869,1114.980402081913,1095.7188329589565,1096.182040662,1109.9140100646957,1103.4880493934781,1122.582194915826,1092.058124673739,1113.6523299924347,1092.015649102,1102.2700956203478,1104.6586732547826,1090.0286198513913,1100.1748566497392,1107.7791714916523,1122.663845076261,1123.0423020742608,1126.240390927739,1088.9145497651305,1099.353882038261,1099.170250887913,1104.1128568124348,1082.6399358875651,1123.1701390568696,1102.7575252797392
141,1264.2832252657392,1283.8739978916522,1323.5545345280868,1271.962318544348,1279.816939923826,1264.0897617629564,1297.167895794174,1279.462162143739,1276.242169094174,1291.4451356113043,1274.579437440174,1252.265407145826,1299.46458178,1271.538506498,1286.7362656066086,1262.5529571133914,1263.5558473783478,1278.967501163913,1273.4234995756522,1275.359692691826,1296.742416513913,1284.7285706228695,1263.988762422174,1286.0478651793044,1306.8421619873043,1270.4793816548695,1279.219235975826,1258.73343188,1282.2910755066086,1263.7731987863478,1337.929743538261,1317.1793151392174,1278.8235538273914,1274.1353302793043,1298.8355934966955,1292.133768888174,1264.161250693913,1293.0874572273044,1281.9433392828696,1297.5931471835652,1271.221944795913,1282.966066541913,1272.9298579236522,1282.8169668005216,1267.9222275766956,1327.9705318635652,1278.1183279795653,1274.9394825227826,1274.3935058907825,1271.9356259872175
142,1502.4576482582609,1530.6151610904349,1496.717981952174,1500.9377756391305,1519.2889252869566,1467.6896286052174,1471.8709897930435,1455.0600600634782,1484.3342404391306,1470.675310092174,1494.7288227504348,1489.1067634486956,1483.0567462782608,1520.5391439782609,1479.741244073913,1499.0267690460869,1454.7082397973913,1507.2080816930436,1497.4172519478261,1479.7809450104348,1505.5765283573912,1511.3300326869564,1470.74868492,1476.4029818617391,1525.2679933747827,1488.6164875817392,1505.2433358313044,1473.4126371773914,1454.295136226087,1499.3624944034782,1482.3186177495652,1498.339174724348,1496.1769136991304,1493.5767230686956,1498.4069483426088,1472.941374786087,1506.4302447782609,1461.5107624573914,1484.900476064348,1505.210503138261,1487.0382465408695,1472.91951476,1481.886683761739,1451.733531026087,1497.9574384452173,1470.7605118591305,1503.383703373913,1439.2394711791305,1516.5898675739131,1472.6252212104348
143,1695.5121726104348,1732.4951643382608,1697.5375920782608,1696.4778811130434,1710.9949158982608,1705.5053405573913,1735.3524428826088,1767.062012655652,1726.6835200556523,1774.5229149913043,1726.3407184634782,1710.4084885686957,1729.6459257095653,1733.2788230026088,1698.4596893086957,1711.8459174826087,1731.4865369617391,1724.5620606069565,1710.133182078261,1721.765769273913,1723.1722074486956,1704.9818363026086,1735.7886245486957,1736.6523617034782,1726.2235119973914,1716.4402584965217,1761.3484916591303,1744.7806737791304,1740.2924871730436,1729.2811910347825,1671.3936760895651,1704.2562848008695,1753.690107204348,1760.6269130652174,1727.2938704895653,1750.5390428269566,1727.177861321739,1734.178392158261,1704.999711612174,1690.2066945947827,1717.6820469965216,1723.0701937913043,1699.5968956086956,1703.4204518417391,1716.2212573913043,1699.858130081739,1720.3908576252174,1726.2989780043479,1760.8979588217392,1722.7528707026088
144,1994.5680794721738,1946.4019991095652,2004.2717102808695,2011.0688693391305,1981.67613276,1990.009700547826,2031.3788073834783,1989.9995255704348,1965.7684063365218,2014.1081765365218,2017.8033254834781,1974.2953793147826,1988.8284379391305,1974.7567839573912,1995.5376044591305,2018.2847202113044,2005.090016558261,1993.3476519452174,1991.6545097556523,1980.435597653913,2027.4878737808697,2003.229109793913,1996.9519064886956,2020.1403066756523,2027.60817704,1970.0860468434782,1953.8197180495652,2032.33180396,1966.4015302626087,2024.6487447452173,1996.739558515652,1987.0940079565216,1985.3493896765217,1980.8578953652175,1970.9219113434783,2023.3260871017392,1954.6439065,2014.7685935486957,1988.999190124348,2001.9687285243479,1996.1798624434782,1990.9221783052174,2004.5634908556522,1982.145097593913,2012.5828365721738,2003.8022967730435,2024.3388626104347,1990.2257472652175,2032.2937259321739,2002.092256906087
145,2361.7699139113042,2315.3499565391303,2294.8149722704347,2278.256805649565,2306.273557932174,2289.667046391304,2270.582394306087,2350.4103325434785,2303.2945037886957,2306.929695989565,2306.250252473913,2333.8185723313045,2342.0126236756523,2380.536248338261,2365.340269371304,2265.3311914608694,2323.4312789086957,2301.0210960547824,2332.865480302609,2298.210381663478,2309.2874589556523,2291.7710749626085,2302.779195233913,2326.1870936713044,2328.323260861739,2298.5077854686956,2346.173342601739,2352.525662792174,2327.312632521739,2246.776595987826,2287.7227302660867,2370.0708461608697,2320.432862747826,2294.599020594783,2326.451086072174,2312.5230926052172,2279.2046757626085,2306.731161967826,2323.111595017391,2301.793978990435,2280.7161522147826,2236.5997296243477,2304.542713631304,2337.4746109843477,2262.9714944591306,2303.6588537791304,2318.230293206087,2320.0379804695654,2340.4250905573913,2297.72839592
146,2647.2125911417393,2662.411617078261,2678.7809573686955,2683.059029292174,2678.1562596373915,2668.2765421173913,2694.527348301739,2700.4481157486957,2645.0960244886955,2742.8127230052173,2678.4698217365217,2677.9391383669567,2649.197464566087,2644.288669395652,2663.241109273913,2690.923035736522,2685.3870678956523,2680.584662593913,2685.874691281739,2685.989930104348,2702.3807208330436,2685.8883828843477,2681.7421563808693,2632.8165945913042,2619.854214236522,2719.183586492174,2694.9946190226087,2699.5043984434783,2621.081718537391,2674.108840693913,2628.2473840052176,2687.4506195556523,2715.7346619626087,2660.3575705704347,2698.1345774913043,2671.816039598261,2699.137066936522,2696.9087411713044,2687.6657847469564,2657.3430230530435,2699.436933454783,2738.0548842026087,2710.967366689565,2658.2227093660867,2659.0634646182607,2656.2999887713045,2659.826718961739,2651.601549412174,2649.9019051626087,2673.8341229330435
147,3071.4726037086957,3079.93890246,3047.052533578261,3136.093565878261,3066.120790923478,3080.709761167826,3067.9310222408694,3060.5403094747826,3118.508367375652,3057.2294694208695,3029.0617059026085,3062.4130589756523,3084.608253368696,3021.038447312174,3068.25128256,3127.288340733913,3140.204978153913,3139.798258530435,3115.6751838069563,3020.2531929,3075.863235310435,3081.4306363765218,3131.349213312174,3060.6880681147827,3053.0910447452175,3057.4034224869565,3086.420096326087,3121.8199788286956,3146.158082187826,3111.3991002286957,3123.9225535495652,3087.434977555652,3086.6749745495654,3091.385971547826,3120.033747347826,3117.2593445069565,3130.910706141739,3122.863430403478,3035.109558993913,3078.516510696522,3086.599442484348,3101.2598718556524,3095.436414841739,3099.8373961704347,3146.330683498261,3094.250071543478,3077.0129382808695,3079.6072175156523,3133.3334015252176,3122.607587527826
148,3567.476044935652,3536.531756202609,3596.43328679913,3518.930056184348,3648.041706902609,3518.451927218261,3637.9984553913046,3577.2141419086956,3545.256567761739,3621.7208362617394,3568.700333783478,3601.2283804713043,3545.7695916252173,3577.9780334747825,3529.787865362609,3505.814331056522,3505.491283031304,3570.475793815652,3491.2701378947827,3550.826489733913,3561.2012999513045,3610.716036436522,3547.523183010435,3489.6330521295654,3568.0523557913043,3616.14260002,3619.2922269782607,3594.8025506130434,3575.319581787826,3559.8387648747826,3515.8332588634785,3654.034364733913,3595.556472226087,3488.480099678261,3577.824794376522,3628.877431108696,3587.918034953913,3517.840376993913,3613.70317554,3561.21027128,3602.5496765982607,3496.384605672174,3534.1867856530434,3571.8860401373913,3604.0102475034782,3492.4809661591303,3631.547805852174,3589.0597448304347,3473.2928154791302,3519.4803335608694
149,4062.646392702609,4092.595673666087,4110.7382332330435,4172.776946207826,4101.482990595652,4021.8271320765216,4205.474764607826,4134.675226968696,4195.994293056522,4119.856840273913,4175.455845593913,4141.7607118278265,4209.684639954783,4158.126559657391,4110.923511689565,4126.308503932174,4111.269120622609,4077.416346518261,4089.0706542069565,4162.276685805217,4131.330010719131,4193.852308771305,4200.914536126087,4206.686835483479,4110.39962332087,4160.996947734782,4224.422630506957,4205.070870218261,4152.1393417791305,4094.8610458513044,4124.215400230435,4145.968455476522,4082.63499647913,4135.567686,4085.186593195652,4153.0208560991305,4176.462097107826,4169.70030925913,4128.262097479131,4167.195611089565,4126.799980246957,4144.5764251139135,4135.8004147173915,4139.273745309565,4163.684080068696,4186.077056996522,4091.8519284582608,4128.098285046087,4120.9068864026085,4100.784646011304
150,4728.64849841913,4793.876711511304,4725.285101825218,4727.529084197391,4789.381386156521,4762.399463307826,4722.0391256504345,4778.923360952174,4786.778130651304,4777.570071215652,4881.285293166957,4859.580532998261,4680.2188492408695,4712.790947294782,4818.2077600747825,4804.380801617392,4766.737374806957,4806.115262865217,4824.609085490435,4768.910290919131,4871.347479218261,4676.719179268695,4765.129146216522,4735.381615734783,4818.496550203478,4767.377107113043,4813.513398464348,4797.809582386087,4755.590525433913,4836.863021474783,4749.443913583478,4751.3721638608695,4851.239135469566,4766.92068933913,4680.628541858261,4877.957058210435,4751.461350657391,4782.651745736522,4778.993480173913,4869.011404871304,4626.691188290435,4696.78593824087,4751.353177059131,4848.25691658,4650.156189317391,4779.868196123478,4745.026333773044,4792.917118793913,4703.7984290130435,4874.901387245218
151,5507.669619671305,5457.455345875652,5513.566308491304,5567.890586175652,5591.521672834782,5553.117586373913,5358.657974568696,5628.93500444,5475.856171074783,5541.02612416,5484.235048991304,5686.667291429565,5537.989476292174,5398.197022406956,5529.4920624852175,5624.860810627826,5544.755504801739,5535.737764252174,5435.245182810435,5450.826016230435,5620.278135202609,5513.1988263504345,5458.862184349565,5485.358630298261,5563.8185562495655,5500.589358747826,5357.406947766956,5504.4453714043475,5493.238771251305,5615.197384631304,5575.299755013913,5514.11806834,5392.750169830435,5467.631473276521,5555.988974829565,5436.437925898261,5551.655371633044,5501.5465236678265,5551.18678412087,5536.454464193913,5582.017304248696,5479.775980484348,5457.741918091305,5581.867065523478,5505.594489495652,5516.548213113044,5486.886749474783,5541.910388553043,5546.874632814783,5557.9165993
152,6336.8331829104345,6360.230710575652,6311.894178291304,6420.688382766956,6408.893931091305,6384.962399727826,6459.3261578173915,6383.284641987826,6408.1598466686955,6370.141151191305,6369.2987482382605,6353.56577871913,6388.154338705217,6301.540494806087,6336.008317150435,6416.821448622609,6416.354948986087,6399.625389314782,6497.067666616522,6225.767142272174,6323.24876594087,6340.65041295913,6332.3795098026085,6331.267065562609,6417.977755510435,6539.808664102608,6338.146371726087,6399.473380337391,6487.002334653913,6406.661885733043,6337.038148401739,6346.55905246087,6316.402431368696,6291.250277732174,6266.16704721826,6258.339549847826,6343.187858896522,6371.635212175652,6457.966333883478,6388.985088446956,6367.203416931305,6393.757352587826,6402.704439138261,6530.916938648696,6380.7783616052175,6357.283100490435,6435.417924569565,6385.069083331305,6348.436966726087,6437.926762380869
153,7349.3213952573915,7450.039232741739,7327.997714679131,7412.366746986087,7335.450336964348,7279.80176198,7458.360776826957,7322.512821233913,7426.681176346087,7419.7243527973915,7450.097397115652,7304.519302389565,7314.77021711913,7351.620768534783,7127.4688580730435,7378.5353816052175,7481.160113071304,7344.509516403478,7287.345213786087,7468.5200073852175,7342.952748160869,7267.11315478,7244.260833037391,7521.640587523479,7347.031163883478,7406.83352738,7441.971074433043,7369.013513355652,7353.5318261469565,7479.427832674783,7459.741725106956,7266.464235736522,7478.239443101739,7382.893646824348,7488.9048532869565,7316.459369734783,7371.855540021739,7524.955477692174,7499.668006585218,7306.042945482609,7329.13515050087,7374.939382061739,7416.574992210435,7333.240705900869,7512.391936588696,7267.462311405217,7300.6243997860865,7297.842523614782,7291.723631586087,7219.544453197392
154,8558.702123284347,8474.336702876522,8403.598144847827,8557.414526829565,8491.49045092087,8595.77189557739,8581.15223084,8513.250746266956,8691.538456742608,8594.701455721739,8593.173896609565,8450.056667176521,8559.745850206087,8526.721684649565,8452.363035924347,8412.119022358262,8411.44227232174,8458.59126736087,8462.976256605218,8674.988299056522,8447.783581773043,8467.089513788696,8473.38623724,8690.059247334782,8454.48967172174,8381.345357659131,8428.888968633044,8440.878313947826,8470.186907530435,8504.116499330436,8653.991402433043,8557.07087122261,8498.697638588696,8479.483373972174,8371.327198698262,8556.248213905217,8488.047159004347,8547.874705344348,8528.553685550434,8382.83094109739,8430.631704832174,8540.747283356523,8518.29852928,8364.079782047826,8553.191245175653,8582.962668211305,8510.363745265218,8533.093010766957,8661.113306806956,8458.323639688695
155,9811.330240311305,9940.31526334174,9794.28208113826,9650.420975013913,9890.13435142,9757.848170946956,9923.496551974782,9802.31415309913,9795.052638688696,9890.332391253913,9934.16292841826,9744.607546351304,9778.71807649826,9882.048112873044,9928.787300831304,9618.994124213914,9921.358987778262,9876.374421014783,10009.605301,9866.698689713912,9759.526425348695,9972.385323081739,9805.695785312173,9813.186860677391,9826.287375427826,9882.720354989566,9624.427737167825,9839.599040363479,9827.734953705218,9900.661568522608,9962.776988942609,9813.465817476523,9711.282171733914,9773.126878806086,9922.212759589565,9882.094383503478,9803.060651787826,9466.367295073043,9818.902732964349,9809.877539593044,9890.20518396174,9784.329120526956,9836.09893084174,9764.073656937391,9661.26772638,9792.519304599131,9765.474793547826,9779.06207092,9812.456570348695,9829.803145506956
156,11112.172272604348,11473.640391728695,11310.49548055739,11484.890919471305,11461.865378676523,11257.609624578261,11120.663676716522,11314.603326034783,11250.019104586087,11404.457993151304,11455.278879013043,11247.241233433913,11293.643626933914,11501.794546306088,11510.066962809566,11110.701305893044,11468.186523384347,11242.804015785217,11298.546095748696,11204.418410363478,11358.208147493913,11152.98948075826,11482.344369074783,11235.71801720261,11470.168973849564,11540.32003722174,11277.449901770435,11304.508923166088,11295.733159829566,11427.041248953043,11364.594347866087,11372.790384576521,11562.98513311739,11405.044647496521,11397.051033186088,11185.212017473043,11432.806473285218,11344.820345874783,11446.06934140087,11443.509466254782,11189.099953903478,11484.59806813826,11448.013282695652,11452.853010908695,11245.61456378,11323.379939856522,11482.254924336521,11406.46604192174,11355.933327828696,11357.740017114782
157,13240.645526147826,13167.8693084,13076.491393721739,13325.77656926087,12835.867401617392,13016.881931156522,13281.348915052175,13189.934116139131,13044.51806247826,13061.159149582609,13088.349711295652,13139.584971765218,13074.731495443479,13038.625264878261,13024.327673330436,13339.374781713044,13291.797878817391,13141.886704843479,13122.407775973912,13002.246214173912,13160.88929092174,13303.93489666087,13050.96994292174,13268.408563043478,13293.374356686956,13032.074436295652,13071.181865182609,12974.351020173914,13090.899331686956,13170.352244965217,13133.748449121738,13394.034030269566,13191.062644852174,13277.114984669564,13538.18020027826,12928.168426165217,13142.450003669564,13017.900695591305,13047.188220234782,13114.446227895653,13182.001650608696,12891.698225721739,13096.853506591304,13249.711518730435,13013.105515026087,13343.468845121739,13143.358076208695,12906.357788695652,13223.45947335652,12833.511410643478
158,15202.18515452174,14904.434242573912,15218.099219965217,15391.392667895652,15015.513567521739,14947.729311295652,15333.089607513044,15372.639754721738,14942.072922095653,15253.331150486956,15266.362779817391,15214.760488269565,15426.402240452175,15139.878423556522,15266.213356765218,15190.797918478262,15218.577540182609,15333.664394739131,15340.791576226087,15009.773126408696,15158.103248860869,15167.292390347826,15122.73815407826,15371.699213495653,15030.449481434782,15405.632695913044,15365.369489417391,15266.29548867826,15284.929317852175,15138.625846547826,15242.025400530434,15444.134888434783,15253.893944086956,15378.702340965217,15040.31867326087,15406.898827869565,15413.904346530435,14893.969531460869,15090.248076156522,15106.095685643479,15250.488684478261,15151.987809652173,15284.630272052174,15215.694900165217,15134.123282095652,14906.927496252174,15092.063133130434,15189.54699,15235.879702139131,15112.180963886956
159,17432.96447293913,17445.97677612174,17453.40036961739,17411.67014904348,17615.987904747824,17395.826010373912,17330.639724191304,17508.547951956523,17407.930914904347,17468.560503895653,17434.862448330434,17277.174409808697,17381.45770275652,17385.873627704346,17510.396405930434,17337.0131272,17524.224102234784,17623.62639252174,17783.438903391303,17420.234597504346,17707.752835234784,17485.475916182608,17535.93708447826,17442.30990735652,17474.660404165217,17202.75959104348,17747.846445573912,17339.552798426088,17546.554069191305,17474.350305356522,17429.717186565216,17518.260750191304,17725.818593095653,17407.846544121738,17452.07366343478,17510.624306991303,17343.068123808695,17560.93501232174,17708.975291,17650.359545486957,17930.87738198261,17413.632081,17450.041259373913,17578.65138207826,17525.623759434784,17310.135575269564,17346.722074608697,17414.207874339132,17636.690588626087,17462.260381826087
160,20360.41643772174,20204.859049747825,20223.23912362609,20177.880623913043,20587.777697678262,20095.34128069565,20548.113359156523,20194.371901347826,20449.028349347827,20496.452597052175,20341.83646896522,20488.142093991304,20372.27925216522,20254.26006827826,20139.805479530434,20105.29090455652,20235.03230864348,20076.09690110435,20049.99919750435,20156.73990630435,20531.242090226086,20269.972420086957,20229.951315173912,20721.970710330435,20149.12017786087,20556.112227,20361.539681765218,20213.40715206087,20376.01163646087,20031.26847176522,20319.676801243477,20248.482763513042,20212.435823286956,20139.784153347828,20335.018454573914,20299.99146902609,20282.286375965217,20272.051414113044,20717.137058982607,20254.353293947825,20328.851515808696,20283.535366304346,20244.575189826086,20266.547836217393,20128.1937894,20446.91213558261,20323.140223252172,20358.671473008697,20047.01692575652,20456.882370530435
161,23615.211143686956,23276.93124006087,23405.512332191305,23396.393966686956,23388.92448387826,23651.604443026088,23402.939603782608,23635.15799412174,23240.50866184348,23229.065669095653,23571.400418521738,23490.516574269564,23740.27127306087,23794.310790104348,23400.761601617392,23973.745796469564,23703.14225398261,23670.837640530433,23491.89717752174,23639.492555678262,23366.44863076522,23399.987577608696,23482.838935443477,23373.954741026086,23724.952725686955,23304.149924069567,23476.68384664348,23435.65839612174,23705.095159626086,23590.8136028,23481.567596382607,23357.789322417393,23174.55278046087,23894.680736504346,23512.81772292174,23658.254682513045,23587.827977434783,23848.16985709565,23427.93823849565,23253.251224156524,23338.90256092174,23241.087015147827,23153.943819852175,23682.190335991305,23469.108549573913,23418.017125886956,23466.010513165216,23117.6024878,23431.988393826086,23568.755978304347
162,26728.54742475652,27060.249472643478,27058.848908008695,26952.297526782608,26996.341616391303,27502.905683347824,27268.88658491304,27190.153478547825,27369.572562904348,27035.53648229565,26915.70262273913,27090.39063257391,27198.104437617392,27332.758445052175,27389.254051956523,27267.92691158261,27180.85605192174,27028.248726513044,26956.622762365216,27575.924489686957,27296.177690895653,27529.958931521738,27344.77295073913,27237.741499008695,27226.307539139132,27098.796729,27264.504469826086,27226.833552121738,27216.507493304347,27108.77943747826,27111.56843326087,27300.823285026087,27339.437906904346,27165.1331896,27097.404351704346,27363.283601226085,27025.21527382609,27019.43530730435,27331.259402017393,26903.175885817393,27242.87513109565,27318.862413504346,27203.250278652173,27661.527911886955,27163.439292591305,27035.64895321739,27257.809146513042,27057.05987521739,27025.973575573913,27058.095819513044
163,31600.666390269565,31225.631939913044,31634.705188530435,31794.572247486958,31124.460809026088,31463.3747504,31377.70085255652,31802.56675831304,31625.185801886957,31659.06294789565,31502.549136452173,31343.35011097391,30649.787160573913,31736.920902921738,31228.603304173914,31218.272383695654,31518.764290043477,31480.89883712174,31529.053491373914,31168.445082686958,31409.377372573912,31412.276687356523,31723.275877852175,31058.690259173913,31492.80063155652,31431.057451452176,31612.289287852174,31564.56356176522,31349.443002652173,31747.761268156522,31185.1011946,31131.664261843478,31217.01051396522,31712.016900669565,31742.412885539132,31590.934295730436,32088.570891313044,31256.738328417392,32069.747987747825,31471.740440669564,31371.55233726087,31839.125280234784,31394.2359784,31902.052907869565,31886.24592353913,31434.811242130436,31543.004450121738,31387.34795067826,31265.938748286957,31457.585798582608
164,36701.92700635652,36147.47300631304,35883.890891608695,36150.370163869564,36685.0307747913,36943.806576982606,36366.659895173914,36548.04660456522,36432.04944309565,36007.11810298261,36365.713877730435,36730.28295053043,36387.41040812174,36212.11986925217,36495.071204086955,36381.30898047826,36763.10323636522,36493.10107666956,36802.73563047826,36882.7400378087,36537.591320321735,36244.29711499131,36539.868040965215,35820.776044147824,36482.82485098261,36783.64871316522,36203.274802791304,36887.467213486954,36557.55885847826,36403.90369248696,36624.44635836522,36102.55776024348,37029.66113403478,37281.77345021739,36591.28354645217,36878.344454895654,36704.847652,37190.59640133043,36136.788926773916,36964.486563034785,36680.89921477391,37183.34073862609,36737.91973027826,36365.005173252175,36560.83297093913,36614.30458549565,36809.191844930436,36493.386580113045,36808.45916697392,36880.06851288696
165,42381.18654353913,41949.27283463478,42302.57671161739,42367.968667086956,42110.32481525218,42008.026896,42234.0979714,42065.94587469565,42312.58880018261,42162.59027128696,42574.60076536522,41812.839784547825,41854.2623630087,42235.65727344348,41819.11072315652,42117.24650933913,42038.82305846956,42580.790776,42947.52156485218,42002.54713301739,41440.61468621739,42244.047446486955,42259.41476104348,42076.23117051304,42570.998326869565,42023.932631747826,42245.13186688696,42102.173280704345,42092.228258278265,42013.41374366957,42400.1219045913,42307.78856234783,42287.98549187826,42460.256642730434,42311.058526652174,42693.30730667826,42197.72258506957,41963.331951243475,42192.2541072087,42519.44808333913,42488.88919142609,41786.34418127826,42178.90717113913,42163.085704408695,42130.16851020869,41670.94285612174,41548.29467475652,42252.324558713044,41926.231884086956,42243.935982495655
