Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49,Estimation_50,Estimation_51,Estimation_52,Estimation_53,Estimation_54,Estimation_55,Estimation_56,Estimation_57,Estimation_58,Estimation_59,Estimation_60,Estimation_61,Estimation_62,Estimation_63,Estimation_64,Estimation_65,Estimation_66,Estimation_67,Estimation_68,Estimation_69,Estimation_70,Estimation_71,Estimation_72,Estimation_73,Estimation_74,Estimation_75,Estimation_76,Estimation_77,Estimation_78,Estimation_79,Estimation_80,Estimation_81,Estimation_82,Estimation_83,Estimation_84,Estimation_85,Estimation_86,Estimation_87,Estimation_88,Estimation_89,Estimation_90,Estimation_91,Estimation_92,Estimation_93,Estimation_94,Estimation_95,Estimation_96,Estimation_97,Estimation_98,Estimation_99
43,4125.11826732087,4010.5455799113042,4109.4118637713045,4026.6178470643476,4094.484232804348,4056.679485761739,4085.068180643478,4110.860201877391,4138.450785743478,4186.154249863478,4134.209288541739,4131.0640949643475,4227.343948552174,4157.875361645218,4099.1479203,4106.810148233043,4132.727708313913,4073.332052943478,4084.636341489565,4119.663314191304,4074.4979893408695,4061.2731481086958,4097.983208903478,4111.453761767826,4191.116048086087,4111.514677254782,4155.239213812174,4164.5540125,4126.610044977391,4081.4868696208696,4145.526577726957,4143.255284632174,4186.909540093044,4090.714418590435,4067.038731452174,4092.9289881686955,4117.332862196522,4098.499315804348,4064.5998294634783,4160.735384918261,4182.246170990435,4103.794202853913,4147.489004053913,4183.406943427826,4129.527483116522,4164.2620526156525,4082.561610598261,4117.3331348991305,4147.91948506,4132.002565511304,4000.988793006087,4063.4188362782606,4109.39424096,4117.674351421739,4171.509955165217,4132.5583022,4094.5807081565217,4030.7008615434784,4109.374391222609,4120.840785474783,4115.793265898261,4062.0537722834783,4085.833031967826,4099.952208406957,4139.369225503478,4159.801087029565,4064.602140316522,4107.249358691304,4079.9039366530433,4111.8211400565215,4145.596520766957,4079.8287031391305,4136.48770080087,4060.614017147826,4063.505147053913,4073.4198836356522,4060.537280466087,4088.0029752069563,4094.876281126087,4154.293896805218,4069.0110036365218,4097.064579278261,4019.3447711582608,4129.7188719721735,4208.519757009565,4145.149719322609,4121.574170513913,4155.463526773913,4057.299104826087,4122.341726717391,4062.561028746087,4123.366038704347,4120.831659412174,4082.730098641739,4093.5843800817393,4133.866810997391,4088.641499855652,4119.696077608695,4231.27457248,4099.444647713043
44,3514.524997093913,3620.7985008365217,3587.5707095069565,3571.664424521739,3568.7592956026087,3498.006137877391,3553.960624512174,3582.839799201739,3528.832544628696,3524.4102757426085,3496.0414330808694,3467.0437820495654,3566.475753,3560.101711592174,3548.7313350295653,3545.269012697391,3647.1838041573915,3578.1894375373913,3576.5567211930434,3593.763228378261,3568.4020581365216,3560.20707694,3509.9756322486955,3508.429745761739,3538.979522158261,3548.4467784069566,3442.18636086,3526.8430602843478,3511.6904430669565,3560.5141137504347,3495.5000256330436,3500.4660298330436,3567.258719492174,3572.232015625217,3614.0134842095654,3623.8914370391303,3508.357945748696,3568.167636086087,3496.3252198408695,3500.476092612174,3548.614626721739,3585.175241298261,3542.7346977930433,3509.5610372217393,3551.3722407608693,3578.353030143478,3537.535349026087,3500.761869566087,3548.192320552174,3493.3403511573915,3547.8846184556523,3566.2956677008697,3562.147014109565,3510.103513721739,3524.5014857234783,3564.3507181408695,3597.335081593913,3508.102839254783,3582.5270381226087,3521.091495901739,3569.7792843008697,3517.150085884348,3525.2738256634784,3430.2658295921738,3499.3982927730435,3605.221417254783,3587.0383705226086,3572.479937384348,3563.1781426495654,3531.3163039121737,3536.8225892669566,3515.1300621617393,3607.0550568556523,3519.944323263478,3510.285219232174,3551.6108810034784,3502.362134255652,3540.57257,3522.962327675652,3559.7198016130437,3516.9806209704348,3556.259876073913,3568.7433708208696,3573.7825859547825,3526.7782082695653,3519.53089506,3514.3452198147825,3516.3393100913045,3557.5935395826086,3492.247586033913,3550.836772953913,3535.1635346556523,3487.115501357391,3505.2085464286956,3507.222058230435,3570.9909645278262,3505.9931511269565,3569.7208646513045,3556.6521881973913,3580.7442784252175
45,2997.5699389069564,3042.8664009104345,3054.35275358,3074.165780033913,3034.3333717869564,3127.5679415504346,3082.1920505017392,3041.0753883947827,3025.5750952156523,3077.142917498261,3090.4031882104346,3052.0413126156523,3027.453858118261,3046.568297436522,3027.4766285591304,3049.921159833913,3025.766642138261,3015.2560332626085,3108.495314746087,3076.1595833469564,3059.1110169373915,3079.586910297391,3061.0509107234784,3094.3600753217393,3054.94932038,3024.1668185991302,2983.819758701739,3097.9448645634784,3167.0931094869566,3118.8096353930437,3107.4213065695653,3036.400218327826,3073.811240203478,3033.0754324034783,3017.615884197391,3031.0850653086954,3040.9223287252175,3114.6439718121737,3034.2252384469566,3097.0247156356522,3015.9314979243477,2979.398769446087,3036.2095170634784,3067.7962197965217,3085.8492993086957,3050.974676917391,3028.67251798,3098.613214190435,3000.7403265565217,3043.1118725791302,3066.265551921739,3070.1271294652174,3049.319914322609,3061.0381152669565,3095.176664127826,3023.9726686730437,3075.7830669747827,3044.1844680469567,3053.4942659886956,3036.364982367826,3103.346571113913,3099.735098435652,3053.7140264652176,3088.648755415652,3048.14614082,3026.1113638191305,3001.4252386565217,3123.8201872913046,3054.5975294191303,3071.1093578486957,3051.4680715104346,3086.124515735652,3066.9882494573912,3068.6378669973915,3012.432666709565,3066.028794361739,3061.9864780834782,3116.594331347826,3028.5571818304347,3000.3394352426085,3041.62652332,3071.8203892217393,3101.450662530435,3040.168721056522,3097.4554848,3055.8959821086955,3055.797331104348,3017.921997678261,3086.2305487252174,3084.6671803269564,3063.8721298052174,3025.0116932965216,3122.5683108869566,3057.125720521739,3076.663022481739,3090.4836914408697,3131.453354767826,3027.1083913843477,3083.5472163556524,3136.565973983478
46,2668.3446987373914,2620.7863581869565,2659.7991050713044,2606.6490702104347,2599.9655762269567,2679.2784135408697,2612.0663027626088,2712.72825782,2671.8910300869566,2692.027494186087,2666.2153175269564,2642.663090312174,2729.315664868696,2679.0076993278262,2680.350265981739,2648.449865290435,2634.127932584348,2722.3766492765217,2683.531707101739,2663.7192931,2645.7513227904346,2646.9670992713045,2596.9421471773912,2680.627293424348,2679.3302989191307,2643.478989702609,2587.1104947513045,2626.0104181208694,2651.0490826434784,2596.283681146087,2687.9135407365216,2664.174464324348,2596.3831435347824,2635.7351568791305,2642.975135455652,2646.2253533156522,2635.6782648817393,2615.000791546087,2606.9761319226086,2710.073086865217,2658.3910258286955,2650.008023538261,2609.1583404626085,2666.1136314904347,2615.712967525217,2590.2623679695653,2685.9981855173914,2651.318271987826,2621.7424738713044,2685.241108966087,2663.5243227069564,2606.630353742609,2649.514838189565,2616.245338510435,2646.739498966087,2623.798361707826,2610.324692686087,2714.4721667513045,2627.230800049565,2691.852842549565,2647.9538885730435,2700.180658170435,2744.9604626339133,2688.073680292174,2661.268785632174,2616.3634593965216,2622.207003403478,2609.16192744,2645.3706317808696,2647.7928685147826,2660.3947295791304,2626.2779743791307,2620.6202325034783,2658.9452133130435,2587.55912066,2684.458993535652,2596.8411130904346,2671.9544736086955,2638.1019736608696,2670.435465023478,2665.631330995652,2642.6116011913045,2634.344732912174,2653.7227028,2624.751587350435,2664.0104090469567,2627.8062234269564,2638.7073393434785,2598.4634403747827,2639.6947157365216,2608.336839018261,2674.896734458261,2674.2951727791306,2573.9099680626086,2616.473022626087,2679.6685412286956,2662.1204076113045,2617.347444543478,2624.060810607826,2649.7309775034782
47,2292.7266719991303,2245.2940614513045,2265.2959503008697,2300.253430141739,2315.961685690435,2235.9271528747827,2339.3849652747826,2302.9278393208697,2330.6632898226085,2269.7365140252173,2285.279674935652,2300.618817327826,2319.706799728696,2304.813634444348,2307.4137580869565,2339.7016471469565,2328.7709917513043,2291.8851098747828,2303.881192733913,2242.201449807826,2298.1289028608694,2287.503816789565,2297.8157836973915,2277.579645147826,2302.0446686426085,2250.1251022686956,2255.9346615808695,2262.8195492765217,2277.292249969565,2331.2521196391303,2295.8795249104346,2302.6289775252176,2256.064645189565,2258.399394629565,2314.45252276,2236.711315555652,2267.515463805217,2300.1376232826087,2286.272935409565,2305.9940179243476,2300.0400383052174,2292.7555519191305,2271.844203657391,2279.471251772174,2266.2765080156523,2217.367299377391,2336.4929534808693,2278.7420131956524,2248.445060481739,2331.53289314,2305.979506604348,2263.4685314008693,2308.2534742269563,2291.8377739634784,2267.0587650626085,2275.45442194,2352.7248152347825,2280.6766433686957,2283.1676340608697,2238.3340430982607,2307.1926409278262,2286.5735043530435,2253.766068146087,2326.746667682609,2272.984067891304,2233.5498468643477,2269.786174877391,2308.0939776208697,2269.91245836,2284.0240730973915,2312.5887575426086,2309.982690085217,2332.2571355713044,2329.909245462609,2290.1677782391303,2246.04039054,2244.6537847060868,2319.8914883773914,2280.756757084348,2294.5378590026085,2268.4291924147824,2299.0735589243477,2259.359233813913,2261.198381413913,2290.8983200208695,2277.0317242330434,2259.1311802947826,2249.143426976522,2271.2108982991303,2257.3874867226086,2276.290441118261,2316.816181917391,2331.0497482104347,2283.2886051504347,2253.219124187826,2280.9591059086956,2318.4929194426086,2308.003960644348,2215.9955603408694,2330.646575335652
48,1959.2789413547825,1965.9631325304347,2014.0787776686957,1989.2786698947828,2013.914249346087,2001.5434170547826,1973.1761397617393,1994.9596717817392,1976.2270302486957,1966.9523316147827,2000.4442850547825,1975.5953555678261,2017.456973941739,2014.8033026104347,1998.5362573191305,1964.4860296626086,1955.705971544348,1960.3779573452175,2023.6981382139131,1980.0259807104349,1983.1229417226086,1971.471105038261,1997.658511112174,1989.2683827173912,2011.0759166147827,1973.4945005973914,1987.5943008130434,2007.8845008330434,1977.2902794626086,1956.096931573913,1948.2809212547827,2033.323213750435,1943.068781724348,2034.939736472174,1977.2727333904347,1947.28904194,1943.6413363947827,2005.3293213156521,2028.29711858,1989.8019305182609,1945.8844758704347,1947.4327270443478,2006.635091526087,1996.4560751773913,1994.2084271686956,1967.198750626087,1988.254218673913,1999.7308301321739,1957.4156301,2004.7442439252175,1981.3062954834784,1997.7271295973912,1957.1096519965217,1986.0082911295651,1988.392947367826,1967.1710009904348,1986.1436106452174,1944.894884912174,2011.9962373556523,1985.5182531930434,1978.403592335652,2011.5073313452174,1971.125584864348,1987.4918868686957,2002.760678807826,2006.7471576973912,1961.8663766617392,1959.810468726087,1958.134221406087,1981.1608027069565,1982.6697049017391,2008.5196904226086,1987.7309303026086,1952.5091168626086,1983.235301247826,1986.4647464930435,1969.1819497686956,1967.4215008147826,1966.3158054660869,2010.7853089295652,1991.3960045452175,1963.0402550478261,1985.6619687052173,1966.2063273026088,1980.7976346773912,1995.2453083530436,2004.511368053913,2008.9471761408695,1962.6825517234784,1991.2673146052175,1973.5373252765219,1973.892906752174,2019.3406381956522,1969.860853773913,1994.0958273069566,1978.7747297834783,2000.6358427617392,2019.767231307826,1974.0810575295652,1994.7521365947825
49,1688.2444256947826,1713.8323916634783,1719.0704300304349,1694.0133875252175,1722.8915564339131,1699.2689964730434,1681.0702528573913,1700.722150346087,1685.5536450678262,1737.2635311452175,1702.6596234165218,1760.8640060017392,1691.8964922860869,1737.0724126513044,1715.7301601226086,1661.8063323104348,1722.2499812669566,1727.5058426234782,1701.4989514226088,1712.5973676269566,1730.0293845695653,1730.0880161313044,1744.5987706165217,1719.559117226087,1717.6786244243478,1690.8356878791305,1719.5465465234784,1717.379787173913,1737.7537833469564,1697.3443806721739,1722.5984103095652,1723.7535721556521,1718.2978844791305,1711.0622354373913,1684.4025058173913,1686.7059451834782,1701.4875670756521,1692.9072772982609,1684.3300103086956,1740.570805672174,1707.225224667826,1725.5580126234784,1702.1791271234783,1676.1440945191305,1711.9320704095653,1735.8527004860869,1730.5232790434782,1705.9540922156523,1699.0756115104348,1729.3419795086957,1731.241030767826,1729.1152888704348,1757.202460293913,1680.4526645765218,1700.2922247008696,1716.981506627826,1701.9608349756522,1717.3322233747826,1693.621991107826,1706.2245980530436,1756.6310820982608,1726.1879847147827,1717.7955485165216,1729.4837089765217,1749.0816437773913,1729.5820907278262,1729.569286973913,1733.7671472208697,1704.4252773530434,1728.7916117765217,1686.1516724373914,1739.4976381869565,1716.5012726313043,1749.2874854347826,1723.0901996652174,1707.210600035652,1695.0546267347827,1707.6125930069566,1735.684318786087,1717.5175139495652,1721.6741421652173,1697.4911611008695,1758.0046995565217,1743.2808946947825,1722.7832522330434,1707.1536817,1725.7798117,1721.4457227286957,1708.1096085191305,1684.6986734565216,1697.4296522,1713.3409347565218,1714.9299835791305,1695.7789627765217,1729.5378977365217,1714.8781341930435,1716.7730984347827,1722.2766306852175,1727.5117993269566,1707.418286230435
50,1493.8792054460869,1495.3486923260868,1494.5734037869565,1476.2888734886956,1476.6698240565217,1486.2209526391305,1503.256377706087,1515.3039141504348,1495.5447625052175,1482.5529743982609,1466.79249966,1498.2003450086956,1476.6809033617392,1477.968725406087,1499.3156351069565,1503.7485178104348,1493.98094692,1489.1774334843478,1480.637325581739,1499.5810700973914,1487.697391352174,1465.0206676113044,1484.367201904348,1491.06397626,1484.764003761739,1477.0414529947825,1488.5978850417391,1464.1371815469565,1504.8383393878262,1513.5603191191306,1461.2217947904348,1465.3423452034783,1540.5679686295653,1502.1729814434782,1458.2155355043478,1503.595420506087,1475.488416541739,1498.8743474191303,1508.3415826930434,1472.6322446504348,1478.1884601756522,1497.2990305808696,1457.9574501852173,1451.215099126087,1485.5446549313044,1477.1793553052173,1489.7377178773913,1488.879546238261,1514.4984852434782,1535.6359272582608,1481.3511802852174,1471.4154748973913,1489.8477959086956,1435.3904081313044,1512.2974403704347,1471.7034985391304,1501.9563708530434,1486.5501863765217,1506.9078236686958,1468.4301140347827,1472.246934495652,1493.238156126087,1466.9266087426088,1493.0467657252175,1496.7760253469564,1479.6535425017391,1498.9441344626086,1504.0654472547826,1508.969399946087,1449.9377803147827,1484.7302427826087,1507.4081456834783,1511.1708627556523,1487.0625785208695,1494.641141449565,1467.4352373,1498.1506346443477,1464.570151352174,1499.2160425130435,1495.471898127826,1511.9339988278261,1494.9392716973914,1491.3179649704348,1505.1008999121739,1500.0812547304347,1525.4953386486957,1495.6757514304347,1512.500855367826,1462.7370941234783,1504.894059501739,1483.0813271513043,1493.8439228052173,1464.7543000495652,1472.6746973408697,1476.302990204348,1514.9341029565217,1463.2532628678262,1496.7460251495652,1451.110796458261,1508.3290436817392
51,1294.2214869436523,1260.9826909375652,1321.0929729596521,1318.3952952278262,1267.8299654248697,1306.3943729386087,1277.658689626087,1286.6568303034783,1305.1930662029565,1295.8321023152173,1296.785897338087,1297.1386793714782,1265.773114926,1290.4116120891304,1284.8578291762608,1300.136394674348,1282.522501232,1286.5460802573914,1264.470360083913,1314.5494096782609,1291.2153872426086,1275.5122112426086,1271.0760605193914,1286.5711560895652,1281.693177198348,1327.2765179578262,1313.9140348821738,1285.0848656014782,1299.5859834073913,1262.1896118989566,1282.0721957608696,1259.0495089847825,1268.2467532580001,1288.6852838543477,1270.277503229739,1276.8242038173912,1287.253946861913,1279.8381214354783,1260.5836902825217,1301.6479276590435,1316.1010567480869,1275.5866391667826,1268.5781110537391,1296.4084502330434,1256.0576920215651,1304.4891234014783,1286.499931764261,1307.8333962831305,1282.265527377913,1287.8769374286087,1299.3277610145217,1278.912703422174,1269.903926222087,1275.2510476691305,1295.9724536226956,1290.4722355989566,1317.2123448529564,1251.553636101826,1308.1347695066956,1291.0336716167826,1290.068549295913,1273.531724762174,1290.9277376769564,1299.973062755652,1299.0700085883477,1330.3760402695652,1299.3727846078261,1284.638001294087,1292.2594801547825,1282.133631869826,1290.6335582889565,1285.9492877825217,1286.176007334,1286.083079414,1300.7433275610435,1322.5216864562608,1316.9504996206956,1297.2004053013043,1311.8157015853044,1285.1486519065218,1287.6713597314783,1295.3588919446088,1311.8890202174782,1312.7137659462608,1271.5261815176523,1288.1206830801739,1269.2089623446086,1259.0092649826088,1284.315188456087,1289.00507562,1291.629872392,1267.3617852692173,1284.8533577444348,1256.4393984601738,1323.7508206761738,1287.538910421739,1297.6164416577392,1291.0934717348696,1270.4586869873913,1299.3024638157392
52,1135.8583683993043,1091.9670800991305,1136.569302806174,1109.095318152087,1101.0185576991305,1113.2086495072174,1117.2263359231304,1093.1082055230436,1093.5341942444347,1133.7620668268696,1113.0716202057392,1099.7932949739131,1123.7478564969565,1122.600639324174,1090.961088359739,1124.7024061886086,1126.4441100970434,1094.2727605224347,1101.046453500087,1113.4799512355653,1121.2268028982608,1118.2479444482608,1133.8632870245217,1137.1465491429565,1132.9558792952173,1110.801993294087,1099.0679770966087,1111.5741985122609,1104.8674511489564,1105.820927170174,1115.3638400406087,1134.039240777826,1111.792111824261,1116.0345017304348,1097.5242276884348,1116.254717094087,1101.2081012153044,1095.5878844221738,1103.3462896626088,1108.4979774329565,1139.9115245193043,1103.871881060087,1110.9236367346086,1098.2709388156522,1131.343626258087,1117.375781945652,1131.7147650928696,1125.773574918261,1113.871852005913,1117.4984774318261,1137.439743752261,1126.597497324174,1094.9886718792175,1127.356377479826,1140.0838272628696,1133.1513247242608,1104.2752004250435,1129.4328878712174,1138.6395919748695,1134.638455991826,1104.977597488261,1104.6627895549566,1117.174059248,1116.627896840087,1130.9761631873912,1129.7003628758262,1116.9182093580869,1126.3500399289564,1111.8477420388695,1135.0263262581739,1121.0791155918262,1123.065469153739,1102.9317211491305,1121.1429197424347,1130.9645496106086,1127.733253304,1114.0925156537392,1116.342756880348,1118.547452156,1112.824235199826,1129.520929785913,1114.3307917365216,1114.9517839531304,1120.0099711626087,1132.2422699922608,1111.7370130370434,1118.7234339107827,1130.5834692744347,1139.5138415105218,1105.8680159470434,1106.2489573054781,1111.4738067328697,1117.0874845115652,1124.8362122354783,1120.3236415967826,1121.8702329165217,1114.9667663266957,1111.5454872832174,1097.2886235406088,1128.266238612
53,990.3767880074782,985.7467671744348,979.2906187779131,956.4237346074783,976.0545269355653,952.8338218771304,994.0312381498261,989.4573094153044,974.5088581158261,968.2461308437391,964.2913654302608,970.4990662634783,964.0659293769565,970.6756806030435,985.48377238,975.2325888063478,950.9057011106087,991.4517466214783,978.8370725267827,965.1395014497391,960.6788361555653,988.2399731636522,990.9378658872174,981.2027487193044,982.380415824,972.391084428087,954.2056863209565,947.7447485473913,971.2669465468696,985.2154210705218,955.6642300992174,964.8056969126087,968.0506110304348,979.9361884258261,971.2906048027826,980.6991081642609,976.639950551913,967.5098240478261,981.8288948695653,956.255611804,966.5125620416521,967.6283687911305,963.7149427993044,969.7765388060869,954.9335954256521,983.7730485073043,965.9325849182609,981.4899679613044,990.840844488,946.7229393450435,975.0420287909565,961.7059837810435,981.8400578586087,988.5147087852174,986.2897747098261,943.0820101087826,964.2484049377391,958.970380942174,958.700617822,978.8154868304348,979.0969627981739,965.9953166652174,974.0668847208696,984.6014783649565,969.1156332494783,979.7921325117392,979.682740955826,972.8557646796522,969.7539873551304,969.5368096442609,998.9703917270434,981.6080975306087,959.1348583578261,966.9065688688696,945.2633112688695,951.8527962552174,965.2675576733913,969.2399793141739,966.9660653686957,977.4129529651304,974.5284663359131,960.421000724,967.5268804967826,969.8180062351304,969.51474376,953.8154442543479,975.606209681913,975.6172911123479,977.7187102297391,977.8558282898261,981.4853529786957,967.532723571913,966.5641872268695,981.0658852969565,991.5940501666087,975.613849646,1012.26637558,966.365832511826,944.973358405826,965.0372550854783
54,833.1844185607827,840.7034487273044,845.3724710482609,835.4287676473043,850.6391725437392,848.1981825413914,841.1423154417391,852.4066056291305,815.504743470087,854.1522092586956,861.5771354031305,817.6537431063479,844.0065678956522,844.3447866270435,841.5419434807826,837.4635921886087,843.4628876937392,851.5881493597392,865.5384547593914,832.8135608647826,853.8107050171304,828.7834427789566,870.5432948383478,848.4719761749566,842.1718562945217,869.2225046137391,837.2342715784348,834.0654435930435,828.207854254,852.6703651594783,832.9772604461739,812.6401521188695,842.3856372053043,839.7400805671305,858.6359285573044,847.330345383826,825.594004962,844.1849025506087,840.0337361536522,839.095235762174,820.5033384067826,833.1422982463479,830.9774567092173,839.9880149119131,836.9074056351304,843.8069379101739,813.9469470150435,862.8799831172174,838.865221974,856.8494601490435,837.8997848518261,840.9849300986087,842.0638624561739,842.5543740374783,834.5375386300869,846.8993757350435,842.9497274696522,843.626352998087,841.015794990174,832.9748762563478,846.9661664093044,814.224036598,843.1643486669565,850.1188555193913,836.0191816524348,833.7441221850435,867.3390267746087,856.7316516513043,830.6250604300869,842.5599066440869,859.3477151338261,841.5424358706086,851.3150662891304,845.6401801268696,833.5970729987827,825.6901366630435,847.3561270548696,836.172307640087,844.3702191864348,861.0215915633044,836.1084497489566,836.0381638955652,845.6643170273044,836.3035251309565,853.0363446285218,851.6854984657391,855.8892261967826,857.1570815032173,853.725598814174,827.7532247448696,834.9225311623478,861.8340400552174,841.408289398,843.5617537134783,825.3678224849565,821.1660262053913,832.8526590618261,812.7490684239131,847.8225470184348,828.3932700927826
55,716.7798556794783,730.0537595108696,721.4828399435652,728.0318974683478,720.232906086,727.2415803164348,721.14299466,724.9740043008695,735.0828699161739,732.987952480087,721.3686756033914,719.8436459644348,721.0363824666956,733.2797164790435,732.0825471309565,703.2222054107826,702.6678722608696,731.0678980671304,737.2631024374782,738.6859288119131,743.0604739294782,714.2956893495652,711.2886020653043,735.9249487268696,727.4067159427826,727.036431009913,731.0500135547826,735.050256094,734.9619933784347,730.4489519107826,720.3810036346086,726.8447679727826,721.2151513806956,720.0356493351304,718.5554603924347,743.8501828693913,731.4414991468695,724.203934922,730.7600128072174,737.7093347636521,731.910009122087,721.7122777595653,729.377843611913,729.0208290346957,734.1994665287826,732.7498703127826,716.9387356587827,730.9696890009565,730.7700990128695,725.4651302130435,715.0454565070435,723.0339107216522,732.592256486,723.3578305813044,723.0462148149566,715.1287461677391,719.0383326349565,737.5974815320869,725.7108277769565,733.3032659205218,726.2729560386956,728.2629676437391,737.5694206143478,730.9293002262608,736.4797919078261,734.814127698,714.7363687594783,723.1929584241739,732.2979811535653,727.9206641567825,720.9123697602608,726.5210239196522,729.7691315194783,752.7739355191304,721.8579138990435,730.1760791166087,745.8911644703478,733.5109091042608,732.0640837139131,723.3177247729565,730.8639014956522,724.816928588,727.4325849175652,731.8788425490435,726.3295717697391,722.2433858641739,720.4951241010435,744.2858417541739,723.7016988547826,741.3062596241739,734.2117399393914,725.5248833946956,730.4797146528696,740.3249007172174,735.1857314133913,739.5977630359131,725.725887398,734.6274931031304,746.1108970638261,751.9086406945218
56,635.7692689310435,632.7748217194783,632.7955786486087,629.5136657358261,636.8974090253043,636.2005825796522,619.1280071817391,646.5430283937392,643.8014849477391,621.6709388621739,626.0677510549565,640.1317591561739,622.4462089622609,632.0181585767826,636.3440033604348,649.6605244831304,623.9251200666087,628.3050570227826,639.7180577071305,645.0549775670435,629.2801074032174,639.459689198087,627.9773472485217,647.3122360506957,629.1625647473913,620.1666187269565,628.9758056673044,641.4782378158261,611.0778062973912,643.3667789389565,644.8312516368695,629.4121291728695,625.2728021365217,642.5244077554783,632.6185064178261,626.8297369320869,638.5617231290435,630.6293722166087,626.6907580805217,631.1514272655652,630.0169542967826,637.686134700174,631.8980707266957,604.6650516393913,648.9562174328696,617.7050354394783,629.1589923875653,625.1012535530435,641.0399878325218,635.901031492,637.8881273881739,636.4273317177391,641.7223428737391,613.0500759313913,625.8858068258261,627.5007521008696,615.7420692417392,623.6162825635652,634.7562593555652,635.2959437989565,630.9599659168696,623.8378740096522,639.4331738074783,634.7395802041739,634.8946792657391,620.6004717437391,630.7492554650435,627.7946023973913,641.2545513057391,621.1818878142609,624.3854306848696,617.4420062543478,631.610345496087,624.0177496170435,623.4619137849566,625.9501900300869,636.2238828312173,620.4715604753044,631.8569507845217,644.8400817520869,627.491924464174,624.2896268218261,604.0598699026087,638.8536109365217,627.397837006,647.5447298790435,625.8788874545218,636.1764896488696,636.0509813364348,637.313512015913,634.1408638547827,640.7092937891305,625.9152050488696,641.3458485801739,629.1784296556522,637.1192319795653,632.4969699561739,630.4464286726957,638.2185588965217,620.1736018586087
57,541.1176718911304,547.5276707353044,536.4527670862609,542.4929370833044,545.1440231596522,543.7345078593913,548.3748975115652,546.5476584930435,541.088645669913,560.062400754,551.0686683547826,546.1454621351304,548.3605776854782,545.6599599425217,536.9764243866956,559.6862715260869,550.617278808,548.522766422174,544.6782168449565,558.4231958079131,552.8816142146087,564.4333177093043,538.178302669826,551.6906238961739,545.607049673826,545.1464689266087,557.4828835472174,554.5003860998261,557.5936420988695,540.2592546082609,541.0994029681739,547.6717307353043,541.7461120870435,552.9073001204348,546.6042242930434,547.66785472,536.7446094324348,550.7426883729565,539.1595268311304,552.0754346988696,547.3501213866956,540.2025031038261,541.168461026,551.8607246133913,537.2140431136522,533.185024577913,550.1633656586956,543.519745038087,558.0373859141739,546.7298969369565,552.9407514999131,552.3868610973913,544.9019294454782,541.2308448865217,549.1439639179999,565.1672965863478,545.415657191913,530.3311302025218,544.9410102588696,548.7423752706957,547.7189974876521,551.2335476873044,553.6969525549565,564.9574586023479,554.2643816928696,545.333880592087,544.9600610490435,547.1958160104348,538.0390457409566,549.9447720167826,550.6467223133044,550.9902109156521,547.5600571029565,551.9754316426087,553.1722737623478,540.3347991571304,556.7785160711304,548.0497171521739,537.7614858736522,539.6046346655652,556.7004248771304,561.0203891458261,551.8033077877391,545.631529419913,552.3953515794783,549.0103315212174,543.1342496047826,559.5364784241739,546.2417694890435,549.4576971851304,564.2703583277391,548.376307258087,544.2846939814783,539.9727605386956,539.3877227862608,550.1370070986957,544.4524959357391,539.3436371309565,555.3903925170434,540.0087227931305
