Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49,Estimation_50,Estimation_51,Estimation_52,Estimation_53,Estimation_54,Estimation_55,Estimation_56,Estimation_57,Estimation_58,Estimation_59,Estimation_60,Estimation_61,Estimation_62,Estimation_63,Estimation_64,Estimation_65,Estimation_66,Estimation_67,Estimation_68,Estimation_69,Estimation_70,Estimation_71,Estimation_72,Estimation_73,Estimation_74,Estimation_75,Estimation_76,Estimation_77,Estimation_78,Estimation_79,Estimation_80,Estimation_81,Estimation_82,Estimation_83,Estimation_84,Estimation_85,Estimation_86,Estimation_87,Estimation_88,Estimation_89,Estimation_90,Estimation_91,Estimation_92,Estimation_93,Estimation_94,Estimation_95,Estimation_96,Estimation_97,Estimation_98,Estimation_99
83,13.06086144598174,12.882231438541739,12.915835024784348,12.635726310550435,12.758713323868696,12.86883057216174,13.03137626137739,13.070569703843478,12.865269455193044,13.043683817361739,12.663921242663479,13.021781015652174,13.272496158996521,13.061673723154783,12.574951764956522,12.997072202211305,12.938598645324348,13.019289997866087,13.214736312955653,12.927460236554783,13.053901698008696,12.730401543690435,12.78330357752087,13.152441260781739,13.034942961785218,12.573327257267826,12.886523160955653,12.84827467597913,13.13963853620261,13.069987022229565,12.695877077835652,13.211314272901738,12.904312424913044,12.701899609195651,13.08298495418174,12.889977551983478,12.991545000312174,13.044890455225218,12.53931040137826,12.983832071894783,12.876149804666086,12.679321821665217,12.964460626885218,13.133957505067826,12.97771806319913,12.816650469562608,12.855671053880869,13.204312704567826,12.667858354366956,12.596668900246957,12.960426685969566,12.848209890185217,13.020809594012174,12.805728546234782,12.623772104135652,12.817194587849565,12.921188098028695,13.059823064131304,13.137373846445218,12.854148317013044,13.095926765287826,13.181947412904348,12.744208986565218,12.958850596531304,12.741760745742608,12.7695000476,12.853108303972174,12.952180449351305,12.959001711277391,13.05461066098087,12.950232464713913,12.784480591091304,12.846180477606087,12.668480563942609,12.923312246913913,12.868098120302609,12.968700160033913,13.125413818765217,13.127510467236522,12.99014997812087,12.92314294624087,13.162924931063479,12.903446875130435,12.428369801771304,12.929181168194782,12.966392564516521,12.899560600196521,13.466056313412174,13.053930429966957,13.024372063596521,12.462029463392174,12.890718167457392,12.99562244034261,12.79153465854261,12.87726074851826,12.892414400561739,12.722691400924347,12.863174496312174,13.086362538803478,12.829363874035652
84,11.52158298844,11.209120182964348,11.22618629936,11.009666007546956,11.23805441002,11.570615145773044,11.050438949820869,11.433338541470436,11.390214897848695,11.35664897625913,11.294428362931304,11.216779522490436,11.314986954630434,11.319253492108695,11.31576131774087,11.114427655056522,11.132185714470435,11.167874252228696,10.990557572662608,11.321452205243478,11.27599268424174,11.323258204098261,11.205982877420869,11.297738979584349,11.307737301579131,11.380563421686087,11.323057271237392,11.260122313760869,11.195653003736522,10.979389575528696,11.546888237415653,11.57202462532174,11.278080790883479,11.277475336309566,11.158261202587825,11.452596728595653,10.945738469856522,11.310427153769565,11.113433668634782,11.122449970365217,11.221139173076521,11.076006093620869,11.110033747849565,11.364501576713913,11.290297778311304,11.076125528098261,10.982431156224347,11.266406475944347,10.737760683524348,11.114094067703478,11.393783226791305,10.926239858232174,11.249141318083478,11.411781476381739,11.069477966654782,11.358108422785218,11.195723362552174,11.011447426347827,11.166226171488695,11.107404809807827,11.445611970875651,11.361080280567826,11.115554083823477,11.365662511198261,11.350276940813043,11.406942549684349,11.342218684402608,11.064893900693914,11.167836377873044,11.112460348535652,11.220327183463478,11.378599374506088,11.115538742476522,11.104230341953913,11.065489516393914,11.219472248430435,11.207072738389565,11.170560118683479,11.520163245373043,11.010795428704348,11.30348894919739,11.230969805877391,11.189761291634783,10.931963483107825,11.122534709426956,11.337816045490435,11.204695906763478,11.211540049679131,11.080994320995652,11.461866825631304,11.204962432313913,11.392228736336522,11.350963722371304,11.09802340618,11.425385620403478,11.037125078282608,11.289637215655652,11.34492431232087,11.10299476182087,11.190072362195652
85,9.917899681714783,9.726895569201739,9.826852757944348,9.786012890046957,9.789978723231304,9.63493403302174,9.760587176976522,9.870362445191304,9.816220495426956,9.98595813718,10.022445518102609,9.557812290883478,9.93994323414087,9.82639535455913,9.797367697178261,9.68447557306,9.872448181991304,9.731899303553913,9.545552162008695,9.794797594242608,9.889098636232173,9.735331024148696,9.859620767736521,9.865306468710434,9.640959127130435,9.681994455896522,10.025930379476522,9.90885368100261,9.825593202586957,9.700156932307825,9.949039304713914,9.868676336243478,9.397444890987826,9.872469768534783,9.322765858562608,9.860884408748696,9.603686840418261,9.656913056465218,9.604468005893043,9.845666275485218,9.92611286188261,9.797498417989566,9.944498804325217,9.751874091571304,9.777812977152173,9.801392659114782,9.669580818630434,9.7765296608,9.509749019189565,9.646541007353044,9.704647430641739,9.91860442795739,9.958661115473044,9.78873755222174,9.745395183005218,9.707629018412174,9.873252828788695,9.78473044034087,9.773030719075653,9.826932059357391,9.753480052403479,9.694589330826087,9.932861143576522,9.639953956447826,9.555769093072174,9.880076948406957,9.743892299352174,9.828000756759131,9.579815127213044,9.807945437528696,9.956058137768697,9.659168746772174,9.602163509037391,9.803819518482609,9.629266860590434,9.767405626765218,9.705035382074783,9.720849025597392,9.725993565226087,9.808159848772174,9.667312896310435,10.001065451554783,9.716353060396521,9.61611456136,9.964894921634782,9.641788083868695,9.913578476810434,9.849172416538261,9.666354132066086,9.72016045093826,9.756930352604348,9.690619200391305,9.71738261142,9.81309943984174,9.653564887045217,9.828809528289565,9.701209360930434,9.773898639685218,10.034444292583478,9.850656931093914
86,8.817266257666088,8.618264858128695,8.487570658844348,8.510258588313043,8.537341063595653,8.591996149466087,8.455655263156522,8.305377931816523,8.718689098289564,8.509396504405217,8.481699456071304,8.593684105010436,8.448822696447825,8.38007849855826,8.429361228383478,8.47554836814261,8.43784564842261,8.662267680405217,8.579258207010435,8.60257946668,8.48795769033739,8.405393083359131,8.530984593290436,8.649197621388696,8.87155962356087,8.418601739467826,8.581504268813044,8.387007484312173,8.59840703737913,8.453322316221739,8.483804350654783,8.458214101953914,8.610901473552174,8.314985933633913,8.356855899945216,8.746564014749564,8.499253011573913,8.55692779484261,8.414862796397392,8.594052039610435,8.594910318672174,8.576691947347825,8.614876650793043,8.650551586893043,8.552334310872174,8.432859665506086,8.517733646046088,8.498859206406086,8.567265671666087,8.551645386731304,8.504574478343478,8.268188980973914,8.696315535115652,8.562496456956522,8.322933755982609,8.608696857073912,8.43367458575913,8.573176518035652,8.545927365397391,8.834171754211305,8.763550479925218,8.432013680982609,8.669660929411304,8.598784166677392,8.282644414353044,8.47714641409739,8.484929228296522,8.543064936867825,8.683229905276521,8.639752303979131,8.450291918626956,8.460174331130435,8.510017646126087,8.559748589856522,8.546985852986957,8.638811354855653,8.593803677974783,8.297236726352175,8.533719795811304,8.449185373696523,8.673446582465218,8.602613070231305,8.610487535118262,8.44477931116087,8.448710848846087,8.789728935745217,8.542691267684347,8.540332161536522,8.51148885681826,8.496133823063479,8.640554604008695,8.73509040637913,8.352128841951304,8.454305847510435,8.585694091434783,8.644914419746087,8.46843677472174,8.366523102277391,8.228304462067825,8.772690368391304
87,7.366701131873913,7.454763509366087,7.559503364751304,7.510961604922609,7.292378290913043,7.509014435524348,7.486575033341739,7.571477366023478,7.518709055757391,7.655986386024348,7.355341626697391,7.4857029734782605,7.435913088852174,7.559751744315652,7.430078717385217,7.6041043740069565,7.5366096732556525,7.526991276213913,7.487390428059131,7.5603136505052175,7.55991320626087,7.480828623961739,7.435426384575652,7.835789798601739,7.443201184176521,7.29789915787913,7.498431080821739,7.57153956044,7.179929691494783,7.39808939402087,7.2737379944469565,7.433794629473043,7.60317529456,7.410334953388696,7.454334587155652,7.590206663676522,7.473151585848695,7.558681687273913,7.6700073824147825,7.283959988895652,7.509146993332174,7.66688602568,7.516638618173044,7.529522728185217,7.401912089908696,7.462911438624348,7.3723867323260865,7.2964296953765215,7.476893785400869,7.514300193074782,7.569653190313043,7.485003186677392,7.385235181917391,7.609879623044348,7.502654494804347,7.394293047312174,7.475412878938261,7.6143309770878265,7.421406740966956,7.422147558633044,7.484387199286087,7.421239442101739,7.449090768217391,7.351784757467826,7.6518852220130436,7.426320569412174,7.61978628102,7.557849302937392,7.394635709724348,7.478621954393043,7.553481742876522,7.766199909632173,7.573269772554783,7.453454636470434,7.3955339464165215,7.264796142105217,7.497751916151304,7.565093626222609,7.487779502267826,7.585420997213913,7.506465821910434,7.341568853889565,7.32856502030087,7.351935466331304,7.3704623103530436,7.645636020250435,7.553793671842609,7.446296989813913,7.483482371970434,7.517124417912174,7.375159103843478,7.4368483244147825,7.441307446440869,7.371240110745218,7.59530535255913,7.4340074261,7.539147909907826,7.373929751595652,7.650109900622609,7.565750682823478
88,6.630514168786087,6.669664697995652,6.597854254069565,6.503855188529565,6.530291620021739,6.884664336735653,6.646657826412174,6.6116607864,6.688821207926087,6.473260494288696,6.483579440665217,6.550304852704348,6.5165335494591305,6.745584955681739,6.618343044903479,6.553253165494783,6.769785468325217,6.667368323851305,6.558224932954783,6.644815683243478,6.523198780275652,6.7043833888904345,6.557700300475652,6.670957347543478,6.528866866052174,6.559610970781739,6.470920849221739,6.707913195286957,6.671071304412174,6.521413876102609,6.539813209929565,6.719190373912173,6.776151621268696,6.377515897547826,6.663667208923478,6.599435698610435,6.648373243735652,6.62770274657913,6.632837945244348,6.5589487857,6.52340445787913,6.787725065470434,6.618950191310435,6.767800118275652,6.714054840991304,6.412108981793043,6.634391723132174,6.638195176122609,6.6430314769373915,6.575465027327826,6.5894433153747825,6.592658031272174,6.621187095165217,6.785091450640869,6.471020820115652,6.5828056989347825,6.658000695579131,6.726324592658261,6.547757132957392,6.611249083220869,6.531738920726957,6.588023791897391,6.501208492768695,6.652256916949566,6.676846205792174,6.729541418882609,6.539388704767826,6.646149306531305,6.632391265937391,6.716366032133913,6.742192025453913,6.5732662788286955,6.511710494041739,6.716814620453043,6.49897278677913,6.708929676612174,6.675098595209565,6.804047147404348,6.65375050492,6.424020322365218,6.699873844733044,6.690286386548696,6.537877451642609,6.645728536662609,6.536375876307826,6.791722057909565,6.686121533373913,6.618796509965217,6.606108459201739,6.650097812381739,6.635669906906087,6.592268322836522,6.5889207887452175,6.64900715252,6.60915490864,6.751865335818261,6.609466582545218,6.530524637070434,6.63327847231913,6.775024364944348
89,5.861190943412174,5.859938811973913,5.868540288042609,5.832812193158261,5.809176470894783,5.949665921033043,6.103895145977392,6.009190849199131,5.850922972387826,5.696098693538261,5.801853820981739,5.87565289283913,5.86474066460087,5.874246932139131,5.988930287565218,5.977826707736522,5.9373278122817394,5.859690324067826,5.895198990353913,5.764381039338261,5.5916232499782605,5.8319544279217395,5.951973378742609,5.714893175272174,5.772424520608696,5.817512321757391,6.0185121379756525,5.782974123354783,5.87125903166087,5.897523254058261,5.791741294417391,5.944891304788696,5.88650781495913,5.859390271825218,5.962494681385217,5.816892113445218,5.627500885943478,5.9765839226930435,5.9572028572434785,5.860401950627826,5.850938098726957,5.710824618312174,5.826275750897391,5.785242690189565,5.841008768718261,5.755872269651304,5.819496360411304,5.805459195917392,5.860371860350435,5.868541999383479,5.999209623590435,5.881969224083479,5.942374184679131,5.843670188869565,5.986233460156522,5.934004940093043,5.96613978482087,6.0083630035182605,5.779209354820869,5.786383040646087,5.89702988984,5.675823365956521,6.007680693936522,5.919572626558261,5.934842888897391,5.932325670285217,5.838549710748696,5.782996131922609,5.859812011197391,5.823786335477391,5.92050767637913,5.7262230476382605,5.915577893406087,5.918091910941739,5.867220068011305,5.944532445866956,5.879724940284348,5.925225489321739,5.850781524483478,5.941019465786956,5.836729822278261,5.801037057157392,5.884769826150435,5.887824261749565,5.953156308938261,5.855904219811304,5.902024509906957,5.934380358536521,5.84370260138,5.791430205462609,5.863589330029566,5.948984984043478,5.810630537307826,5.973287290661739,5.887170972286087,5.849155648226087,5.847113423011304,5.942177649029565,5.9620259039878265,5.804452372438261
90,5.293973132829565,5.158196022870435,5.363281341133043,5.2969849946878265,5.249003612682609,5.331531918062608,5.309546268844348,5.2975220011608695,5.2452997410304345,5.3037831400686954,5.197609694518261,5.215302001943479,5.250943638225217,5.2610863450460865,5.29035920078087,5.130675850796521,5.275967262061739,5.2833044461043475,5.277166661775652,5.204833173683478,5.209818231380869,5.179244431174783,5.423870408849565,5.250972167130435,5.2329601409382605,5.227976017090435,5.351517485849565,5.170628436982609,5.282127131473913,5.2998090254321735,5.127460320562609,5.258718317470435,5.326097706223478,5.33653525973913,5.240866703735652,5.164420146018261,5.359249184179131,5.311994014973913,5.34623418428,5.383888746346087,5.221207434008695,5.298832559650434,5.250578367914783,5.428373612020869,5.182166817868696,5.3021302124695655,5.365506102869565,5.2840075167591305,5.241839841038261,5.254696505078261,5.203780968563478,5.450261533633913,5.185157224076522,5.359197158693044,5.130446198321739,5.17810385401913,5.219010102770435,5.143614247106957,5.321455375321739,5.313442499340869,5.179024316868696,5.30844649181913,5.315071172613913,5.327181774711304,5.193786297937391,5.160255198215652,5.22454240370087,5.195647065566956,5.228072276695652,5.230597215657391,5.286481475906957,5.204628753460869,5.2276629278426086,5.088125029227826,5.261713587785217,5.378864327645218,5.182785828211304,5.242162891246087,5.0925943837243475,5.319930431392174,5.140392687604348,5.216649813785217,5.162611648166087,5.337067565110435,5.266695555036522,5.273540680103478,5.1825542547,5.265552510658261,5.169023445478261,5.293516580295652,5.239146688431305,5.144353375828696,5.243418966709565,5.3276886620843475,5.297642897929565,5.42853316181913,5.250872359826957,5.360671496233913,5.284255985106087,5.2674380945121735
91,4.811401634605217,4.802701494531305,4.8099704301443476,4.733873260252174,4.821723046252174,4.840311920026957,4.959019519395652,4.716234660387826,4.835091381038261,4.758810911748696,4.740152956713043,4.869300966522609,4.771193357264348,5.005554303152174,4.702451249106087,4.917789596333913,4.59256292384,4.88457272419913,4.707479658108696,4.816021345774782,4.7510440363513045,4.835512865825217,4.780236954457392,4.831448173207826,4.75464976119913,4.8926443485556526,4.682755707786087,4.763587393558261,4.781936909472174,4.836266769005217,4.9093733895495655,4.906838703215652,4.7366364210373915,4.8610472167,4.8181506276130435,4.7791996944626085,4.714328883296521,4.759851428707826,4.794620338762608,4.762242589069565,4.870593547256521,4.865973404198261,4.656741315917391,4.894295624018261,4.86645986344087,4.831030926450435,4.671623976816521,4.843168452610435,4.781873294887826,4.804314474973913,4.770032596331304,4.71999517909913,4.766282500687826,4.74870046956,4.72444448476087,4.727386755733043,4.887625219816521,4.825732453696522,4.807904533001739,4.733953329142609,4.84368987361913,4.775358456974782,4.837482014010435,4.7745100301556525,4.672707783656522,4.840972707953913,4.770705125587826,4.805598832416521,4.754605958157391,4.615208634435652,4.794340381112174,4.698968252813913,4.820559874772174,4.71269407303913,4.9121824323860865,4.816764534615652,4.772912888025218,4.846997508770435,4.8294069443147825,4.751047435377391,4.723655657418261,4.714694698040869,4.761567476285218,4.75431788513913,4.822318252161739,4.806504687506957,4.864488398233044,4.767228207629565,4.7184496262,4.82395641156,4.858872847147826,4.758623360981739,4.7790523514295655,4.772982099553044,4.8744024936843475,4.795024146151304,4.818646742346087,4.750354363470435,4.643800939678261,4.777564492850435
92,4.522157966103478,4.528580406953913,4.401151292710435,4.4133280246286954,4.409478548593044,4.508037672352174,4.493245941783479,4.401536767603479,4.482336347830435,4.424297594847826,4.451676488133913,4.37675042828087,4.379359346271304,4.306163784253913,4.5042967902,4.584167111726087,4.362247654754783,4.327895852202609,4.328888908135652,4.436912063766087,4.425008606295652,4.357147394852174,4.374923091713913,4.352368450865217,4.4000013633652175,4.430338776882609,4.461273251544347,4.364864759368696,4.387202152354782,4.405038984866956,4.426035716346957,4.3373755324452175,4.380269746268696,4.532069217046087,4.454589248722609,4.383429904364348,4.471078761471304,4.295788390622609,4.397328706075652,4.493671562067826,4.360718407575652,4.394188097628696,4.455790849231304,4.291247189821739,4.357538908674782,4.5871964485652175,4.555305763362608,4.375979121283478,4.417776561845217,4.467303471811304,4.371288865273043,4.391966572193043,4.453189433693913,4.394978996392174,4.332708118993043,4.2767430888608695,4.464772552562609,4.385558928133044,4.461064820737391,4.368344378408696,4.434756837381739,4.46682582263913,4.279277042346957,4.396357841166957,4.456355895626087,4.399609241158261,4.42287189374,4.424243607882609,4.356293985486087,4.491357058313913,4.49264468853913,4.39737588936087,4.442314155726956,4.463272952028696,4.415148141537391,4.456484307312174,4.470062562852174,4.360509311164348,4.558551257068696,4.335483960785218,4.439683773384348,4.502963150609565,4.509992932254782,4.456724889544348,4.345217203728696,4.27228914712,4.427688195867826,4.333904536546957,4.457476984447826,4.371892613782609,4.371130973747826,4.470887809946087,4.407821555548695,4.442429390213913,4.3454175173182605,4.423171051553913,4.317672223541739,4.465463481442609,4.402267006795652,4.37945127862
93,4.165552775592174,4.082709807026087,4.229609168018261,4.053867884746087,4.183299934648696,4.027386743153913,4.109752226409565,4.085779250169566,4.15661239098087,4.175026205802609,4.204332348999131,4.117469402414783,4.076812622583478,4.251864773606087,4.2323110418191305,4.156514336265217,4.123335133821739,4.171873172083479,4.054435460880869,4.051564455617392,4.1865560804608695,4.093495938146087,4.180761291724348,4.139100292466956,4.134927238989565,4.146804655113043,4.025050607165217,4.200566945864348,4.097671239506087,4.122221039508696,4.065890908323478,4.098408034422609,4.1127018776156525,4.113001609875652,4.070082888286087,4.101673038290435,4.129464170995652,4.150470932773043,4.241672022212174,4.092822901387826,4.132805658990435,4.0822899265730435,4.090959169775652,4.150733385129565,4.1520258094982605,4.110158089349565,4.21701808174087,4.116107212864348,4.099384080499131,4.208981959283478,4.111326470409566,4.190631607677392,4.119462436282609,4.151453766370435,4.195818911377391,4.150966310422609,4.0292394249756525,3.976550091346087,4.0570434223617395,4.174718707437392,4.0924079211382605,4.058954808406956,4.191450619033043,4.160505472204348,3.9781562827773915,4.126691596877391,4.082896482633044,4.194828007793044,4.125675418726087,4.132616101733044,4.14415877871913,4.129847910442609,4.16931146607913,4.234063611806087,4.049575280607826,4.081384711206956,4.1032145394930435,4.167355463093044,4.102290080886087,4.037261721278261,3.988026578084348,4.077864914055652,4.037831433334783,4.140930343554783,4.041630708886087,4.1029514634139135,4.027620999117391,4.203993466552174,4.123365817055652,4.163582520726957,4.178584869348696,4.220379770069565,4.087573103332174,4.071420613697391,4.157611291587826,4.192240603756522,4.061259623692174,4.066147190272174,4.186541879887826,4.124490702364348
94,3.9399366975956522,3.845843070496522,3.8373812348495653,3.918873537712174,3.867834727595652,3.74913515446,3.851950784023478,3.902629832929565,3.8255814166121738,4.000935029327826,3.9040098709252176,3.945391841295652,3.8987715445834783,3.9336958647191302,3.9333270908147826,3.9238678190765217,3.924038495266087,3.8806472492904347,3.9028812335191305,3.9570959980930436,3.7994529743886956,3.847607788952174,4.007499777126087,3.803413911062609,3.947776020517391,3.9222367226252173,3.8493980499008695,3.931969595033913,3.932939049469565,3.990411201241739,3.974643355065217,3.9090755256626086,3.9015044953817393,3.886337541058261,3.9065198740652174,3.9406046683747826,3.8818087313573915,3.9410983198669567,3.9617609773295652,3.983355210550435,3.872237447696522,3.9523052836547827,3.875272116107826,3.9659265452286956,3.947095619535652,3.9599779490208693,3.8606049547121737,3.9118991685826088,3.910144341617391,3.9660053744756523,3.8386304663365216,3.9652920856408698,3.8751303385695652,3.863847910738261,4.005331423872174,3.8920496074426087,3.9712320711399998,3.9107004152504348,3.9086257547973915,3.9584067633791302,3.9368389626504348,3.940201554493913,3.9243790868382606,4.014994724886087,3.8475136016608698,3.952540916353913,3.894905161632174,3.8920448413365216,3.872804069916522,3.8387947078130433,3.952240625487826,3.940703683347826,3.8551010048208694,3.945907090652174,4.022644175763478,3.9076139984869567,3.835134456572174,3.9133571471965216,3.9116007346121737,3.951916264598261,3.9552074117295652,3.8761496794730435,4.017046960223478,3.924893707547826,3.9091965772852175,3.924261896367826,3.9539077309069564,3.9512920736704347,3.9011002895626086,4.0111009595286955,3.9521728133382608,3.8404287548686957,3.9657988275173914,4.055809300468695,3.9585317523,3.9274480842130433,3.887212640395652,3.9228099666191305,3.899383084944348,3.806452282298261
95,3.774629103058261,3.8522883024086956,3.8678020502930432,3.757554587085217,3.7390932410008695,3.8460271335947827,3.810871456417391,3.853655936963478,3.8469611980382608,3.837624195721739,3.702158817852174,3.8288770767573914,3.814285780227826,3.767182833393913,3.826081018763478,3.795357590208696,3.848193743323478,3.711089037362609,3.741159748287826,3.898541151044348,3.7568532360191305,3.8117966485165216,3.7746602554269564,3.7760387998791303,3.733528057798261,3.839043709409565,3.716110293871304,3.7626064169582607,3.839351789915652,3.755996754044348,3.80149123994,3.8061723991965217,3.7703024939260867,3.811691924072174,3.798202545250435,3.7746812909252174,3.719814706853913,3.8247420440408697,3.785802799131304,3.7718810783991303,3.8533255629834784,3.8005098503843477,3.7797147532321738,3.7992198222756524,3.740996918372174,3.768480119363478,3.7581682335730435,3.81881442394,3.832541746726087,3.794225239593913,3.785189824472174,3.7587866102069567,3.7749497535260867,3.7816447064191303,3.8222187586173915,3.7612258671652175,3.9087692112452173,3.8343870301530436,3.724936301170435,3.8319553804147826,3.7621076818504346,3.8362341524304346,3.6621818716347825,3.7800719649730437,3.792552254024348,3.883766981952174,3.7899158277434783,3.8000484752643477,3.7241583717765216,3.8113195348173914,3.8097838351269564,3.8032704486608697,3.788306042531304,3.7798178881965216,3.8309096906513043,3.8276040072330435,3.795155937897391,3.781763045958261,3.7268387462826085,3.7797482826330433,3.8196237186521738,3.7414672125652175,3.785636633153913,3.7350259690886958,3.737654731221739,3.7760368205321737,3.766000257990435,3.7813369923452176,3.71492987804,3.87823564918,3.842284943167826,3.7979332754886954,3.842479890603478,3.6775665976008693,3.7036695803495654,3.825783532613913,3.7686478040626086,3.7789093459069565,3.7634953373217392,3.8668009767208695
96,3.7022195520130436,3.7821147618913042,3.711619148623478,3.7074840444069563,3.7601844313556523,3.8256468705608695,3.7709615675652173,3.7452637376730435,3.7025227462547825,3.7969309147956523,3.7364631643408694,3.6661713822452175,3.786325529532174,3.792338890598261,3.783315156406087,3.7947703854373915,3.7928725072391303,3.774081496533913,3.754899591975652,3.7574720356886955,3.75869778776,3.754348038289565,3.786739291089565,3.7644779604730436,3.789880212009565,3.8474591339286954,3.7245910181130433,3.80170407612,3.7086902327139133,3.6589767030904348,3.666103385378261,3.760453883215652,3.682802737327826,3.698658059370435,3.688333558498261,3.7527049272469566,3.706922256789565,3.781977451552174,3.764285280635652,3.784273626341739,3.6856099919434784,3.7574090851139132,3.7772018517165216,3.7986700063173915,3.7090821046086955,3.82227343248,3.802485929006087,3.769934129075652,3.7030238045469566,3.726074721382609,3.7971931980930433,3.8462214947252176,3.7483739267069565,3.6802708038469567,3.708511307442609,3.7460269712730434,3.825954186552174,3.7757751602947827,3.759733208448696,3.7460984736808696,3.728864184244348,3.746066961993913,3.8064719513373912,3.7530262005939132,3.79620161324,3.637382811957391,3.723872982953913,3.706175217542609,3.7638554285565218,3.761029296030435,3.71157745776,3.7219980629252176,3.672913408876522,3.8198363187113045,3.6683753212626087,3.7725694724165217,3.7859218162365216,3.7578451497078262,3.728273828646087,3.852551694872174,3.7074182426234783,3.779446056621739,3.711439057633913,3.718923467927826,3.7525716931330435,3.813071063513913,3.739855938327826,3.7389123520182608,3.685753408952174,3.814203680561739,3.7268764334713045,3.7101742102539133,3.7852644718678263,3.7392209258834783,3.856368069427826,3.7963579156713045,3.7816789217365216,3.765874419984348,3.871691150112174,3.654805430592174
97,3.807507973604348,3.8049617921991303,3.748690762318261,3.779134970766087,3.778360277198261,3.764536731887826,3.853744611452174,3.7635193483826086,3.754712432369565,3.8759366845660868,3.734950973088696,3.6735423239773914,3.717251708608696,3.7681521884730436,3.8588012387452175,3.6698756336982608,3.7786814742304347,3.759254374366087,3.906649772353913,3.8725663068086957,3.8280156772365217,3.843285935201739,3.786007319921739,3.712655565054783,3.674252698281739,3.740110913426087,3.817146178175652,3.7568409073469566,3.813896380746087,3.860877073264348,3.7100538953895654,3.688263830746087,3.7571629654695653,3.824240887489565,3.8100443905486956,3.7853800082530435,3.9031414023295654,3.8542448586156524,3.7174449154234783,3.855702753198261,3.7684392945286955,3.767682127135652,3.7792473879373913,3.899145323264348,3.810488198458261,3.7985542940078263,3.8187706347730437,3.8273984275069566,3.7180677247747824,3.761162704217391,3.7859517022313045,3.7943102959991304,3.7762142813765216,3.8061792494686957,3.7709767740347826,3.7905838816147828,3.8280097425808695,3.8069843058156523,3.7569884297634784,3.852846285541739,3.7258555885130433,3.76616220894,3.7660977188130436,3.86214899152,3.8262572066286955,3.8121396445052174,3.7232376063808696,3.8087446789434782,3.8654516365643476,3.8233637448443476,3.792781614446087,3.852659810692174,3.857522724938261,3.861377514318261,3.774836500706087,3.7973137861808697,3.822443921493913,3.7666258934269563,3.8097611859008693,3.768150193526087,3.8363685561608696,3.794627646253913,3.75077214284087,3.836042420566087,3.766259380837391,3.7506034658513046,3.874218264808696,3.791089869814783,3.8549969431930435,3.7746377379426086,3.7345551408139133,3.782419138209565,3.651088197656522,3.8754665806852175,3.8480331954965217,3.7581513177356523,3.876068801884348,3.7493609020973913,3.97066288304,3.746201890630435
98,3.854066795775652,3.8410803752565217,3.9036977979547824,3.9258646546217393,3.846842595338261,3.8291603374252174,3.9117146232686957,3.9978465283713045,4.005894836205218,3.963055053790435,4.022563644611305,3.8965029488347827,3.9840640043469566,3.925936287876522,3.9650108914391304,3.874382122712174,3.918777960351304,3.8435174898026085,3.8920634789556523,3.9620591220704346,3.9686999659730433,3.929331877118261,3.855391026403478,3.977127828596522,3.818825104098261,3.877521614189565,3.9247670630686957,3.954469900006087,3.7904463090347824,3.9369498447356523,3.9538428607052176,3.822672586676522,3.838833087326087,3.962538239421739,3.9537485806165216,3.9398448749408694,3.835786805152174,3.908401629408696,3.8078440274469565,3.8927674902652174,3.938581770782609,3.9879542662678262,4.032542058157391,3.94193058204,3.9136482200182607,3.911249912332174,3.944207784852174,3.9715442881478262,3.9366217775391306,3.9412593786,3.932760310578261,3.830532632290435,3.9459966631452175,3.9544652165069567,3.8950601796886954,3.780475766849565,3.9154732427878263,3.886408775170435,3.875558864958261,3.869869271342609,4.013968661643478,3.853603784669565,3.875417975241739,3.9076180569347825,3.8861555025669565,3.9437442135469567,3.915664819562609,3.87346445352,3.8943567020078262,3.793709853606087,4.029992422290435,3.874768390426087,3.881140630750435,3.8908269146591303,3.947277706872174,3.9027654457373915,3.7455947511486958,3.881211577255652,3.954676178555652,3.993844418386087,3.978726045212174,3.8317327853686955,3.8354185402686958,3.883440630183478,3.894715941124348,3.900857913562609,3.8427582703269567,3.892123067350435,3.944358385842609,3.901801903966087,3.9414000141147825,3.9028561369052173,3.9726012539095654,3.8389779737713043,3.975613622236522,3.89281993762,4.005387637866956,4.006650966175652,3.9021885245878263,3.878915328993913
