Time,Estimation_0,Estimation_1,Estimation_2,Estimation_3,Estimation_4,Estimation_5,Estimation_6,Estimation_7,Estimation_8,Estimation_9,Estimation_10,Estimation_11,Estimation_12,Estimation_13,Estimation_14,Estimation_15,Estimation_16,Estimation_17,Estimation_18,Estimation_19,Estimation_20,Estimation_21,Estimation_22,Estimation_23,Estimation_24,Estimation_25,Estimation_26,Estimation_27,Estimation_28,Estimation_29,Estimation_30,Estimation_31,Estimation_32,Estimation_33,Estimation_34,Estimation_35,Estimation_36,Estimation_37,Estimation_38,Estimation_39,Estimation_40,Estimation_41,Estimation_42,Estimation_43,Estimation_44,Estimation_45,Estimation_46,Estimation_47,Estimation_48,Estimation_49,Estimation_50,Estimation_51,Estimation_52,Estimation_53,Estimation_54,Estimation_55,Estimation_56,Estimation_57,Estimation_58,Estimation_59,Estimation_60,Estimation_61,Estimation_62,Estimation_63,Estimation_64,Estimation_65,Estimation_66,Estimation_67,Estimation_68,Estimation_69,Estimation_70,Estimation_71,Estimation_72,Estimation_73,Estimation_74,Estimation_75,Estimation_76,Estimation_77,Estimation_78,Estimation_79,Estimation_80,Estimation_81,Estimation_82,Estimation_83,Estimation_84,Estimation_85,Estimation_86,Estimation_87,Estimation_88,Estimation_89,Estimation_90,Estimation_91,Estimation_92,Estimation_93,Estimation_94,Estimation_95,Estimation_96,Estimation_97,Estimation_98,Estimation_99
34,15652.826673573913,15518.732070608696,15381.667632913044,15686.508780947826,15417.899232634783,15317.501823469565,15265.988126721739,15517.790351626087,15469.807577756523,15380.998085147827,15378.20056001739,15171.570953765216,15400.823054391305,15388.33016852174,15377.32068933913,15451.828026747826,15450.488470817392,15581.150485173914,15344.892306904349,15359.121691017392,15255.106337165218,15372.144273086957,15394.424787478261,15304.575693008695,15410.374280069565,15259.04102746087,15343.93604118261,15227.630536904348,15301.352992226088,15562.296988165217,15485.517177191305,15211.696599234783,15433.12184967826,15369.545463356522,15292.363425547826,15456.321112069565,15289.885906304347,15140.81121881739,15398.319586686957,15495.166471104349,15530.808605382608,15362.088446956523,15438.994722747826,15153.085310452174,15354.448726191304,15375.518686704349,15341.080760078261,15594.152571130435,14961.51893526087,15595.9771192,15230.6678812,15448.97848107826,15219.855468765218,15184.903028226086,15482.359649843478,15281.149452565218,15143.848474565217,15520.650025608697,15305.63147413913,15560.859118086957,15303.779499408696,15319.737194008696,15372.664303113044,15505.361341243479,15465.477653826087,15456.359121469566,15399.178877017392,15335.729374373914,15442.079875286956,15310.357240973914,15301.170371486956,15286.596535460869,15107.469904304347,15504.6025802,15107.587421886956,15447.592101295651,15683.971212643479,15290.166640408695,15453.577802826087,15498.588893652173,15373.58847272174,15574.163074365217,15554.40319906087,15421.924139704348,15465.512128843478,15366.31600753913,15184.100530791304,15347.348869756523,15465.72962766087,15409.360787113044,15435.633268652175,15253.469381330435,15155.676256347826,15172.975425591305,15300.372943486957,15518.062033426088,15329.081562200001,15372.156866243478,15243.171727869565,15363.906315486956
35,13399.374342930434,13207.465182713044,13230.883001956521,13420.919971408695,12922.798703365217,13357.527879582609,13502.41663933913,13410.728929973913,13110.342021791304,13121.192175582608,13282.218196930435,13380.716245426087,13257.302304295652,13159.979498417391,13350.885524956522,13282.166078991304,13400.156977417391,13290.767117330435,13559.797117921738,13258.821117547826,13339.026132973913,13696.575741513043,13262.7492698,13290.86866653913,13371.86620653913,13267.413614434783,13197.835808173913,13294.182020713044,13346.241671208696,13805.560211034783,13382.069837156521,13413.360339269566,13346.252277826086,13267.335506695652,13408.154015208696,13230.443261565217,13210.931642808695,13479.55257438261,13305.04007346087,13038.859313095652,13239.076669434782,13669.431664434782,13009.12318987826,13173.776178052174,13287.179382286957,13431.593926104348,13536.17229135652,13347.348965947825,12998.792463530435,13287.315906504347,12996.520406478261,13193.59886892174,13227.856233121738,13358.401709513044,13302.580373252174,13243.2651502,13563.41249633913,13282.342283313043,13234.705640834783,13337.469689286956,13160.780112765216,13050.237316695651,13372.851967878261,13342.237299643479,13083.18657193913,13456.47849313913,13403.487532008696,13334.954203173913,13273.412865721739,13521.831866217392,13076.146441173913,13296.169474582608,13420.640388165217,13394.737699504347,13290.891528773913,13220.780762043478,13108.52713578261,13505.759119973913,13401.294842713043,13304.572303208695,13486.297678443478,13322.374566513043,13223.198669026087,13143.093007713043,13431.681316652173,13111.416579695651,13461.61205492174,13167.083731026087,13379.743432695652,13405.606858686957,13265.880073913044,13280.766084460869,13423.551510234782,13200.826257365217,13324.072289478261,13449.605967904348,13297.469608495652,13259.022759608695,13392.015694113043,13258.397236573914
36,11552.71808948,11489.895385126087,11475.360563369566,11572.956119597391,11538.132846333043,11324.017326506088,11276.414013322608,11463.28186602087,11471.231205845217,11476.462568943478,11645.166454619131,11419.84703496,11697.529570636521,11400.889959251304,11316.231755601739,11413.54360703826,11519.51020434,11567.823606228696,11578.301710064348,11457.524212813043,11351.948732773044,11419.596657776521,11404.149847003478,11515.262852414782,11806.070621274783,11499.040890905217,11372.91566624087,11432.313240745218,11618.501863939131,11403.582460493044,11553.163023287827,11481.07432820087,11485.8871448,11499.408943449565,11557.534589208695,11474.350146193043,11496.07518534,11411.388943413913,11561.18066844,11690.984489606957,11420.808330327825,11470.097747654783,11636.499156321739,11687.74274586,11544.758530388695,11388.483276936522,11327.864585153044,11392.914746256522,11426.060990925218,11411.040075934783,11589.819328572174,11523.726946384348,11457.53063864261,11554.208372442608,11482.062901414783,11400.156976757391,11490.161993388696,11508.2140984,11209.579565458262,11689.08911411739,11457.324665154783,11431.730559510435,11518.10602997739,11740.642078609566,11471.880182448696,11719.016061166087,11730.76646099826,11589.230837356521,11467.821201136521,11524.382897129566,11462.315837021739,11547.907268731304,11536.142543665217,11352.524030655652,11688.197458649565,11533.72776796174,11482.9099095,11403.113247575653,11425.431957006087,11350.784825310435,11472.738271513044,11715.369510436522,11378.371411187825,11756.279385026088,11322.020329175652,11541.44089981826,11337.85806886,11373.986282273043,11392.301958283479,11413.12003574,11423.952520214783,11415.478651363479,11418.17917222348,11458.505708070436,11603.506885893043,11492.629420131305,11422.67427660087,11424.374539010434,11494.412055757391,11666.508719065218
37,10027.435068710434,9766.822119263477,9938.747894705217,9735.56570520174,9915.406822938261,9788.52603479739,9861.213255882609,9936.500675705218,10081.79999585826,10083.624698571304,9856.85060735913,10090.929232268696,10044.513899916521,9904.506100686087,9869.009797224347,9979.958808282609,9988.163663788695,9957.861257726086,9906.671169676521,9867.016810784347,9735.802985651304,9977.29150352,9936.650977573043,9965.307425614783,9930.832462721739,9814.313205877392,10053.415697329565,9838.568154427827,9903.015465403478,9994.392936479131,9819.270190475652,10011.111179746957,9944.313694889564,10009.615896842608,9895.225879666956,10114.753540078262,9885.876516531303,9944.166367646956,9862.721839503478,9947.090280406086,9913.605016622609,9939.278500943477,9934.756582510434,9837.224911621739,10038.22290540087,9980.37076332,9783.873217581739,9890.560728221739,9924.868565417391,9868.994895106087,9933.491683856522,9999.055328615652,10014.485427252173,9790.352698235652,9825.330018718261,9763.617524585217,9822.219798956521,10110.66468039826,10132.896793914782,9988.419789126086,9963.523303742608,9963.246095389564,9798.008973233913,9859.146137406087,10039.080765556522,9943.05331927913,9998.779611119131,10011.507324241738,9881.828655388696,9778.036219784348,9957.438740544349,9882.947553415652,9969.514733765218,9763.037170262609,9992.66853825826,9857.232398504348,9996.8594826,9995.827901183478,9905.21570648,9873.257959172173,10114.943800935653,9927.037517932175,9947.044734584348,9966.350067673044,10113.593575853043,9876.488475517392,9881.909198475652,10054.639533944348,9839.177354686088,10046.369671751305,9852.322009426087,9754.117586805218,9766.60038698087,9810.789180901738,9866.744316671304,9746.313048096521,9764.485768490435,9764.733023987827,9800.195904210435,9765.217426231304
38,8465.844804960869,8564.316622362609,8495.463941614782,8482.799910036521,8501.294093570436,8484.573299063479,8387.313971934782,8428.755991161739,8333.668488664347,8649.274347483479,8471.891737797392,8481.777086572174,8504.968786589565,8578.400047166957,8463.172693585217,8523.857805092173,8541.426604416522,8647.978682384348,8563.807589163478,8512.437080939131,8495.38701955826,8560.155926573043,8606.427461256522,8455.386637575652,8471.009375556521,8479.02713854,8552.220263807825,8775.880256130435,8524.579852772174,8516.978179916521,8573.617752086087,8544.362116286957,8613.09219508087,8559.650051845218,8519.91342000174,8484.419323889566,8499.066398301738,8482.062087819131,8580.47220132174,8650.25259862087,8569.938982408696,8441.70762861739,8496.142017884347,8637.229879566086,8623.804126097391,8446.317471209566,8578.420576093913,8633.749443990435,8458.27546097826,8486.472726338261,8579.463912064348,8554.986169562608,8576.866913254782,8620.137433906088,8600.292545947827,8485.156042026087,8680.096940913043,8481.795064046957,8475.279512786956,8626.009399832174,8563.21269741913,8639.096549932174,8502.380993472174,8583.195749593044,8503.588087945218,8553.198940607826,8636.380176930435,8565.29702236174,8536.320620106957,8597.028416718262,8650.438668097391,8625.899213186956,8678.19164327826,8430.822729012174,8665.036715194783,8590.99182518,8426.345449206956,8646.287668236522,8654.486802791303,8599.541160855651,8629.789669053043,8516.105541833913,8626.481152006956,8664.111455867825,8557.226650946957,8488.578536803478,8562.144159801739,8699.683921390435,8534.296735525217,8720.935061914783,8565.775724068695,8570.161055846087,8695.321433204348,8538.667060970434,8477.215216133043,8679.434287928696,8541.811200013914,8606.570930651304,8778.279263333043,8463.212755729564
39,7356.4878106313045,7547.421589835652,7390.494403904348,7318.291644728695,7407.29076746087,7556.047890371305,7416.898717986087,7476.400837153913,7376.511059525217,7532.087544021739,7568.671074713913,7449.781713027826,7342.979638713913,7224.073425197391,7446.749207861739,7502.8425176956525,7334.159245741739,7518.748168441739,7369.215454665217,7413.523864173044,7409.601701237391,7410.655730901739,7307.649351784347,7453.27679384,7519.049513437391,7373.800309611304,7412.124709087826,7284.303589533913,7424.731707786957,7283.953855299131,7326.626073915652,7415.054705703478,7425.661979108696,7478.5014121652175,7350.7859053452175,7353.638956806956,7377.7358859573915,7440.484294655652,7380.876868175652,7478.138218286087,7504.395319003478,7362.482520005217,7386.940582746087,7519.218980605217,7379.974505593043,7322.271698913043,7523.640715738261,7399.104908350435,7443.557365026956,7355.102957690435,7283.168199515652,7311.392577922608,7391.205649607826,7370.059000308695,7350.010462859131,7381.616502976522,7327.492113871304,7467.63972844,7512.394374618261,7392.819284186087,7297.740303748696,7405.793453685217,7372.931061273043,7408.877140623478,7437.006563020869,7363.554158183479,7441.838414684348,7321.17839226,7382.793973670435,7457.350545082609,7383.998124603479,7384.972840368696,7381.823003998261,7453.256827710435,7393.210010918261,7306.608832273913,7319.795403785218,7385.246669028696,7553.398512670435,7265.888788961739,7315.773821138261,7295.229729567826,7451.1046201808695,7428.795479027826,7438.152266042609,7312.650322017391,7386.97285670087,7349.8208237382605,7440.117150757392,7287.5814315886955,7404.416910933043,7269.043325285217,7248.976231290435,7410.368529585217,7177.995895506957,7382.460895923478,7555.047166715653,7477.562382394783,7489.305013152174,7315.538824407826
40,6354.768358697392,6455.723908846957,6398.9502269669565,6477.7942731078265,6412.993981546956,6474.512883353043,6339.45688764,6404.28013220087,6365.267564697391,6361.497033813043,6416.596065109566,6303.105118102609,6361.168749471304,6337.142926508695,6415.179234717391,6374.548468568696,6429.300759041739,6466.8181711,6403.975853826087,6432.897512820869,6373.776929384348,6314.207454021739,6369.201720250435,6346.698560915652,6254.171526526957,6388.398713686956,6444.2973538182605,6392.900744429565,6348.13683494,6326.491363351304,6362.392127981739,6379.9682471182605,6371.9249776313045,6298.9454429886955,6277.349260839131,6364.6659476,6359.922164582608,6345.808927153913,6429.803649586087,6487.872515938261,6379.523442023478,6476.599638755652,6338.920420389565,6332.983841697392,6300.143614171305,6474.546468306957,6377.137464189565,6369.022506524348,6325.400788813044,6341.96436744087,6380.071189558261,6197.591547917391,6413.690117575652,6251.58237749913,6449.613584169565,6304.687692138261,6311.237797317392,6362.046043673913,6407.1513771269565,6346.159326604348,6472.068641254783,6294.935409867826,6272.144033149565,6341.5500945634785,6337.838475386087,6398.241779104348,6465.088061057391,6359.634184367826,6378.680573907826,6333.269121109565,6490.155176942609,6238.811252073913,6437.002758203478,6318.548152967826,6374.031839526957,6547.579252692174,6336.267785690435,6209.876559421739,6428.20862096087,6350.152302527826,6306.458865198261,6359.944972424348,6463.3145487321735,6400.97443026,6451.622139001739,6414.099038274782,6436.486354351305,6553.701390086087,6461.677782609565,6339.402708606087,6296.106257381739,6227.287883219131,6341.238304284348,6396.727251578261,6331.469625017391,6395.566583128696,6450.936069653044,6382.0879660026085,6413.794001332174,6351.580716989565
41,5460.953755869566,5566.14271848,5644.139771358261,5566.4894718147825,5482.930192196522,5572.064575104348,5574.299067152174,5521.800012473913,5578.406140146956,5562.336563349565,5405.655204008695,5413.11177413826,5464.669863677392,5557.215481918261,5507.903557345217,5556.109986593913,5531.101564409565,5573.378162073913,5422.942975413043,5562.570049739131,5507.097271032174,5457.164147370435,5482.815060249565,5628.521958163478,5506.100452244348,5469.679050157391,5546.085382113043,5584.138240393044,5508.912805732174,5564.783238004348,5547.504914409566,5476.370498021739,5467.477837942609,5575.948043101739,5630.056104973913,5653.670407781739,5542.8638039739135,5458.752868787826,5565.431849813043,5478.462964098261,5437.194028405217,5567.451623664348,5522.509010448695,5511.005212310435,5501.663317955652,5470.078869686957,5507.527991933043,5459.407937250435,5562.042201633043,5425.505980333913,5421.0512744886955,5499.818012719131,5519.347801406087,5522.73340823826,5630.180066934782,5463.475320513044,5490.686197412174,5496.604916284348,5589.574064281739,5452.616388824348,5496.234718567826,5410.528899308696,5473.525711691304,5476.775526849565,5617.766494199131,5445.968798577392,5487.285116385217,5481.081547242608,5566.255760593043,5462.935464609565,5526.6074721130435,5431.297681567826,5385.722231840869,5457.903800505217,5516.492231510435,5503.772063012174,5551.207876454782,5517.548781986087,5461.258607243479,5538.643402221739,5434.835025344348,5535.028914320869,5534.695967115652,5576.52143810087,5587.404309796521,5479.0821899191305,5492.306610664348,5461.179333072174,5465.579292741739,5530.2978511991305,5439.426396627826,5514.156336235652,5496.708317795652,5489.983445783479,5517.585643587826,5469.050012826957,5548.71842441913,5483.536941526087,5428.720727674782,5524.715232346956
42,4737.637665411305,4781.9498904469565,4805.83007262,4682.9765179460865,4835.433044330434,4707.313376498261,4800.655306737392,4731.578512360869,4694.30269552,4775.025555961739,4713.134634389565,4753.175603064348,4721.686021309565,4878.538346497391,4818.666806738261,4754.383549355653,4732.8539354,4791.518707646087,4703.969893828696,4738.011539363478,4846.888133927826,4675.695102926957,4661.821560547826,4735.393839182609,4861.141894954782,4758.837291208696,4746.247132813913,4705.862770230435,4764.900534006956,4805.75640756087,4802.498239320869,4840.450849921739,4699.691624527826,4757.73296295913,4746.840021791304,4752.886015914783,4720.018214645217,4798.948915314782,4801.441492973913,4817.420899968695,4737.460641886087,4745.128058727826,4777.800576400869,4673.6949475,4737.425251329565,4818.824388727826,4736.740871751304,4768.327098962609,4786.262863313043,4738.551246371304,4838.60326619913,4780.181543327826,4772.444740703479,4730.549409978261,4771.090332232174,4817.955696906956,4823.403309791304,4709.438276465217,4732.200670143478,4735.94166831913,4756.334696186087,4672.810726195652,4766.670374307826,4773.440016672173,4746.907031805217,4666.074540867826,4743.170377856522,4747.166635622609,4834.686078393913,4808.701212452174,4684.042867033913,4740.916455834783,4773.58122923913,4835.981757261739,4736.016085331305,4807.684830192174,4761.150619445218,4709.937732237391,4715.337059893043,4741.999705785217,4766.145096644348,4819.331892177392,4782.470746508696,4759.4272735130435,4648.859587008696,4754.646037886957,4712.689350104348,4785.047759807826,4753.392453774783,4749.220664104348,4738.8236023513045,4702.889158695652,4790.531181482609,4731.70115871913,4786.918223473043,4748.1638470478265,4670.249504683478,4844.175884030435,4844.885197674783,4829.315378844348
43,4119.664240512174,4017.5174867104347,4109.627307045217,4125.442883761739,4191.494977044348,4064.014000978261,4118.828526434782,4019.012152917391,4129.022796047826,4152.062800401739,4170.419783699131,4099.163294464348,4166.451222844348,4066.640651331304,4074.052402846087,4068.632058698261,4126.5637493373915,4206.608873536522,4104.206713761739,4098.924189881739,4132.873900202609,4133.9744374191305,4077.195998875652,4097.111671396522,4104.219558375652,4133.014994796522,4160.935870134783,4065.3170831513044,4137.005563568696,4029.846217895652,4137.508440529566,4031.529805896522,4159.975363146087,4213.190110665218,4117.351363910435,4095.0042106756523,4075.60260998,4069.7869287704348,4100.8182091217395,4066.6495075234784,4142.27164358,4154.904644435652,4062.467396547826,4189.030906503478,4154.175605530435,4073.152175289565,3987.47198844,4066.773853973913,4158.501862502609,4196.141753411304,4076.9249629173914,4079.333910807826,4059.441687409565,4169.375633511304,4046.338435807826,4150.202587355652,4129.378219802608,4121.992851590435,4146.44022628,4059.005401417391,4109.242905035652,4239.681003633913,4134.629450253044,4087.4188633173912,4140.446686802608,4035.1742655417393,4157.285307283479,4103.371784684347,4088.918382333913,4095.4780871591306,4155.623445738261,4127.82210651913,4029.3682759252174,4166.922654922609,4065.087621892174,4155.202398337391,4086.6984120608695,4073.741966733913,4149.742586836522,4007.0497501365217,4153.22123417913,4113.696190928696,4078.859385064348,4101.3363123252175,4140.6514499817395,4118.599952602609,4080.279772378261,4075.874087770435,4105.299038865217,4038.7464933513043,4054.5254861086955,4091.607053425217,4112.617107690435,4077.267102909565,4200.171490218261,4120.806739515652,4148.258495624348,4051.9467838052174,4077.7697403252173,4083.5262315434784
44,3619.782451564348,3557.6201075043477,3538.934350154783,3511.903351389565,3525.341343329565,3509.4255271208694,3570.207947162609,3559.985930047826,3575.9871587852176,3624.696254584348,3521.795363973913,3512.9591069817393,3586.0601285304347,3549.102755490435,3578.53349064087,3507.140867332174,3487.7887769913045,3557.0399884791304,3622.227628666087,3485.5401366773913,3578.806261638261,3612.49171718,3511.4853296973915,3578.857168442609,3548.0200436782607,3539.980321627826,3547.216558973913,3621.360992650435,3490.968350130435,3501.1401890043476,3512.8658957147827,3625.8389089686957,3538.147502036522,3571.742210775652,3565.7403001052176,3582.2869195373914,3550.5243792034785,3601.802455855652,3548.732976195652,3600.12961798,3604.4151993052174,3545.9820252313043,3538.971386601739,3627.8511916930433,3593.4301840652174,3532.817075064348,3591.7272865434784,3524.9755154069567,3521.0254133434782,3598.565841984348,3516.0019650834784,3610.197640187826,3531.47385672,3591.7777255808696,3607.795502187826,3568.164990790435,3574.8746744756522,3521.342949963478,3499.1459768365216,3615.4731699869567,3531.772318846087,3471.3531395034784,3513.0982144904347,3579.653927689565,3598.1580945226087,3596.0940938947824,3618.848543206087,3579.06861698,3470.9488294234784,3495.441029627826,3596.3864131973914,3473.532844333913,3580.275477567826,3576.1377298113043,3544.319158146087,3561.081344673913,3577.0225732747826,3526.39159744,3529.630088269565,3506.020543486087,3521.946354664348,3562.3161050269564,3587.7122295556524,3557.43307248,3527.917718196522,3530.479527753913,3519.264443623478,3556.1442948573913,3506.1584507956522,3527.796763092174,3565.4926849234785,3559.755222957391,3582.48424274,3443.9679480330433,3529.136296604348,3537.8989313008697,3496.505483335652,3494.057016284348,3606.7250502147826,3531.45261464
45,3058.672371182609,3143.6332352695654,3047.698177762609,3059.2914752869565,3051.1623251504348,3108.5113038547825,3094.0481060930433,2977.618450713913,3111.0227502443477,3057.876644621739,3016.975224792174,3062.4668363869564,2988.211700736522,3044.5910146165215,3146.28343226,3041.425667955652,3067.8459646408696,3065.7400167330434,3001.5975013269567,3042.498831197391,3085.401327366087,3063.3358807313043,3039.7578845043477,3071.984033547826,3067.2754489913045,3024.0657081530435,3052.1558548973912,3079.081359646087,3042.744597942609,3021.945492429565,3065.4732302808698,3106.194523890435,3050.8639867330435,3041.406045662609,3034.597081769565,3096.664716332174,3052.3458590243476,3119.6656161469564,3075.2378945965215,3060.0702842086957,3074.7813815556524,3038.5826936086955,3092.8776814408698,3030.6306672617393,3085.7973283713045,3069.5283486391304,3069.7999199643477,3041.9078275234783,3102.5376262826085,3064.0461386052175,3096.993956647826,3093.1371568,3100.3276483878262,3089.672213261739,3079.22105874,3072.1482345060867,3073.261813334783,3010.164972407826,3077.612707589565,3023.798804883478,3103.7932940591304,3079.8926413765216,3041.57547854,3100.0512219469565,3033.2748889313043,3064.9494170182606,3007.743600078261,3022.1598037930435,3045.3538981730435,3009.0218968652175,3075.961676893913,3139.8964195165217,3069.852017873913,3067.5825863652176,3039.7231315008694,3034.522698162609,3098.0590287034784,3071.16107403913,3083.5818348391304,3028.2681664095653,3109.341730297391,3080.1989838086956,3114.58042582,3122.917911752174,3081.768672263478,3075.900912672174,3036.938790882609,3054.730184464348,3097.1487702173913,3076.7753017252176,3040.2150341756524,3058.031844993913,3072.293084642609,3122.6502467191303,3039.6851366313044,3063.389967778261,3059.1755964017393,3074.501961449565,3025.9773136008694,3039.637299261739
46,2657.714611230435,2618.5455779808694,2614.816675773913,2659.8756151539133,2726.5623771408696,2629.7646245591304,2683.062044092174,2637.8855438782607,2629.520092816522,2667.6724950869566,2680.0957817373915,2647.674367388696,2638.4249621547824,2638.208456713913,2686.1965049878263,2667.236480747826,2701.4685703747828,2605.125021968696,2617.682542323478,2689.5810930486955,2632.183647147826,2638.380669088696,2664.4820868095653,2660.804065212174,2644.793485044348,2634.253599257391,2627.431366277391,2624.204269484348,2688.133475308696,2681.4113890747826,2647.5351313078263,2639.8593015686956,2662.026395389565,2693.5476107104346,2719.6485326547827,2681.752297018261,2723.8630960930436,2685.603571187826,2593.9411029791304,2703.4710502069565,2692.6069006852176,2666.2104943086956,2599.3619837591305,2610.9281172791307,2662.300622718261,2626.8172870373915,2658.6408679330434,2662.874336732174,2652.1725185834784,2663.4955895008698,2625.6613094991303,2662.336616286087,2718.8584176130435,2646.758149129565,2628.146264746087,2676.6366312695654,2664.0162482313044,2691.6900255426085,2670.0089318730434,2707.097197597391,2644.4855635556523,2658.59487024,2669.0986639843477,2624.9446913913043,2674.3323695156523,2664.847233312174,2711.722739533913,2630.1926885556522,2658.183115115652,2623.454219686087,2653.4603091860868,2625.210364438261,2587.9720529356523,2674.4686662269564,2658.453869872174,2637.5917306669567,2707.977976078261,2604.2105604269564,2599.50500818,2643.3700035313045,2631.9601940095654,2607.467166415652,2708.5254893895653,2665.585802309565,2600.624374372174,2714.4758182347828,2631.594414104348,2667.9593578808694,2622.6903413652176,2581.09953248,2636.770324761739,2699.5407414313045,2653.6448064608694,2596.5801281373915,2646.1317406930434,2645.5410332104348,2625.5859807217394,2635.6918298808696,2660.1562472252176,2649.8369288173913
47,2266.7456404408695,2290.04527574,2259.9769113147827,2247.5017375565217,2294.4829091521738,2302.9511828573914,2295.8367854426087,2296.3668062165216,2271.9609046495652,2226.146193813913,2320.174884723478,2303.775377152174,2236.573059750435,2315.177249087826,2314.2235157930436,2284.0761400965216,2310.9625075686954,2286.525994536522,2291.255065753913,2381.8691106095653,2243.2770411269566,2267.337641074783,2220.6960125773912,2286.4752300904347,2253.549353483478,2298.32257876,2290.0208497695653,2319.6400144791305,2315.4228331391305,2322.122921554783,2298.895478973913,2252.737838423478,2316.3007308191304,2266.5384201530433,2295.6332400730435,2323.056139092174,2316.0920802034784,2313.737775491304,2253.793508397391,2278.922544026087,2304.5579142234783,2278.7469546947827,2305.796838858261,2264.429617134783,2278.1552085869566,2308.108347204348,2293.8897975069567,2268.7008365495653,2287.330357047826,2287.852754569565,2318.4627664434784,2319.484141572174,2255.8384270304346,2332.471025867826,2315.202487475652,2256.5749038104345,2313.1867918417393,2300.6330292956522,2278.8724109347827,2291.2509996391304,2229.925650155652,2236.35304802,2317.168753956522,2308.8658449947825,2312.4237625391306,2295.9915325391303,2321.6805768669565,2271.9727224113044,2295.563131341739,2280.2997988252173,2339.2236675208696,2276.8882123286958,2277.924393697391,2291.0641461669566,2333.5525183504346,2287.2165751191305,2304.410674626087,2276.8481266443478,2306.1576983782606,2305.2882336930434,2381.0540377486955,2292.246973012174,2297.796447043478,2294.897342994783,2272.5967904991303,2326.606879247826,2305.6807200391304,2283.0728873886956,2307.278997642609,2329.2970521826087,2266.237217647826,2313.1529199243478,2315.598662958261,2308.1159143591303,2271.358262621739,2258.1192527443477,2309.0177699495653,2314.106390747826,2316.5425008513043,2254.0232468391305
48,1953.674560772174,2004.2493037165218,1971.7233905965218,1991.1147326860869,2014.90032992,1987.6640442869566,1940.1494507347827,2014.3203590434782,1977.1807269573912,1991.8264620165216,1990.674749093913,2016.5040286365218,1992.8352719852173,1972.7642430034782,2002.5791351147827,1992.8377262313043,1952.4640040791305,1988.079648747826,1955.099278261739,1961.2264751895652,1955.034112752174,1992.1093669226086,2019.0283040669565,2016.4803402495652,1988.375242293913,1950.2346249704349,2012.465042338261,1991.6951498626088,2028.27402984,2024.4745053843478,2000.0038457034782,1998.340718487826,1990.6663715834784,1992.2479159104348,1975.5864740113043,1979.0877782956522,2012.8954050330435,1983.1935673713044,1983.9040655886956,2038.513651786087,1950.0179331269564,1966.8178441304349,1954.6621116834783,1986.43245506,1993.9175533730436,2005.2708603834783,1972.9766035078262,1998.5580611217392,1985.5733461391305,1977.9162842930434,1985.930946806087,2011.667500135652,1989.0180231695651,1981.8197522052174,1986.4377891139131,1981.239568106087,1988.2586705313045,2021.1228089095653,1982.19262968,2003.3017043626087,1977.4664109634782,2016.6501704408695,1971.0118419973912,1970.9075955113044,2024.3037999095652,1991.6211846947826,1998.5463981843477,1960.0299078573912,1973.4982762286957,1987.2943880808696,1976.2155274730435,1950.1362237173912,1961.2325207582608,1965.8754441130436,2009.8843965330434,1976.8516271234782,1990.8840016486956,1990.3127983486957,2027.5642936026088,1991.4782351347826,2016.2599887495653,1984.9741401156523,2013.4779124417391,1968.6805833060869,1970.6338906052174,1975.2275502252173,1964.8495231182608,1986.5984786852173,1971.5535822365218,1980.7289827330435,1963.2015998156521,1999.0257735826087,1961.4938431095652,1976.127595433913,2004.1284421660869,1963.5238649956523,1977.1155128965218,1957.6703893747826,1942.7784492886956,1976.289135127826
49,1707.0816471260869,1723.887681633913,1700.5389914973914,1706.9465531852175,1695.2634867086956,1712.8242298130435,1723.849724558261,1689.9378456469565,1693.4006866113043,1688.5413975495653,1727.2066291765218,1665.8384903878261,1722.2736585826087,1682.4049523347826,1721.1468693426086,1731.0407009686955,1699.6902038947826,1733.6931941173914,1662.0814068408695,1700.1250155321738,1732.384503466087,1727.8774810052173,1690.799610107826,1708.7463025817392,1732.0118805930435,1740.739683092174,1713.8706505765217,1720.4039897895652,1738.1167832669566,1746.3876258904347,1694.0460551947826,1714.7462334730435,1722.71583842,1728.100133498261,1703.1453890808696,1736.9174949295652,1706.7682068408697,1688.5660752052174,1715.121080006087,1704.4654163330435,1702.9354377269565,1715.222886693913,1736.6387780321738,1737.0116853156521,1711.5785637634783,1736.8715072721739,1734.2819142913042,1682.931075458261,1715.8728163556523,1717.2191420452175,1724.408062926087,1722.4761645086955,1725.4743747182608,1728.8200970495652,1660.4425023765218,1733.8268553295652,1744.5820568947827,1744.604420467826,1683.1970845930434,1725.4670616391304,1692.6565262243478,1729.938895175652,1747.2941395695652,1743.746227553913,1691.9373073243478,1705.337131407826,1712.2378822052174,1729.3305403895652,1704.5793712191305,1741.8049623886957,1710.0427120765219,1710.5323320382608,1722.3228720852173,1731.7130088139131,1747.1031822608695,1725.197118153913,1699.8692323234782,1674.451289973913,1727.2782892930436,1730.2401217365218,1757.6871334973914,1689.3774760669564,1698.7601587686956,1682.23985416,1733.7217115834783,1719.4403763269565,1716.293462246087,1735.5485139095651,1733.934231332174,1712.6814092217392,1736.227545646087,1736.5770566,1734.432002166087,1738.3578035556523,1696.5530535965217,1723.618314547826,1708.839941473913,1683.6693606852175,1707.373387306087,1687.0886785130435
